,id,SubhaloGalaxyRad,SubhaloRad200,SubhaloMass200,SubhaloPosX,SubhaloPosY,SubhaloPosZ,SubhaloVelX,SubhaloVelY,SubhaloVelZ,SubhaloMassGasTotal,SubhaloMassDMTotal,SubhaloMassStellarTotal,SubhaloMassTotal,SubhaloHalfmassRadStellarTotal,SubhaloVelDisp3D_Stellar_Total_MW,SubhaloVelDisp3D_Gas_Total_MW,SubhaloVelDisp3D_DM_Total_MW,SubhaloVelDisp3D_Stellar_Re_Total_MW,SubhaloMassStellar15Rvir,SubhaloHalfmassRadStellar15Rvir,SubhaloVelDisp3D_Stellar_15Rvir_MW,SubhaloVelDisp3D_Stellar_Re_15Rvir_MW,SubhaloMassStellar30kpc,SubhaloHalfmassRadStellar30kpc,SubhaloVelDisp3D_Stellar_30kpc_MW,SubhaloVelDisp3D_Stellar_Re_30kpc_MW,SubhaloMassStellar10kpc,SubhaloHalfmassRadStellar10kpc,SubhaloVelDisp3D_Stellar_10kpc_MW
10,102683,108.93145751953125,726.2097,8902.032,24088.48269899267,36102.84711768208,43269.25789326511,-187.70063934091834,-70.97576954057692,-125.14528355612076,1473.4002685546875,8322.7044101783,108.13752,9904.242198569413,24.396663256546447,658.9443301631109,334.8934507044128,815.1761569767317,578.1626904914465,84.56828,14.404659826432349,606.9093889075299,567.8984208251286,58.56514,7.859917921404178,580.5889503254654,561.6207853346397,34.09878,3.3789682351850625,564.4663243696759
11,108012,94.34498291015625,628.96655,5784.0205,18199.1779969148,724.0211861759777,9034.912173423087,-123.54362395908545,555.8581868430811,-82.35937871103306,1185.3963623046875,6827.492696032253,40.31888,8053.207936510768,19.40291965545937,608.1965788663747,425.5122591599925,753.435024180771,420.23402925183484,30.188745,10.970897481100089,437.75056091933476,416.04543575238426,23.651304,7.513374627426306,424.3891527006603,409.82877911805537,14.26105,3.435363163328555,414.8682898081011
12,114388,79.70353088378906,531.3569,3487.1921,15424.31409531026,49014.71855582404,48569.36502844595,-516.413825695383,-410.1892763715651,-65.42471542000922,297.8804931640625,2787.4575935418648,52.41286,3137.7509475762886,15.15694865775936,467.28603647772405,243.20859531898097,533.2979817071347,484.78666672248806,46.109142,12.207243786433397,475.4861027958956,485.47306371565685,37.418106,8.430652025057132,480.3671395853713,482.8132808785372,20.535221,2.505941324580998,484.7210498105544
13,118679,104.00352172851562,693.3568,7748.216,55535.094629287174,7682.882370802181,35531.91501259287,202.01778817520233,-174.27262765570046,124.49893480293326,1200.7374267578125,6991.961070406153,80.26866,8272.967158662988,19.126222716307705,621.5352568881143,217.75644588839063,760.548479369217,589.8399696691063,62.089123,9.44809079834639,631.104812452847,586.0491121287656,45.688343,4.270041088147376,594.3329234010429,580.8349759623319,31.738396,2.137841035977798,586.0626771546463
14,121863,102.42110595703124,682.8074,7399.66,52325.401457280954,70909.33327509084,41840.827342964214,-1.4634004533894172,89.3192546337608,-106.24019911791119,1132.717041015625,6424.7734456110375,64.88904,7622.3795247126,17.702132750343925,602.6146262509851,249.5644952925386,729.5876861446056,576.0443081712305,51.510437,9.420658949853351,613.717439727422,573.1242243207179,37.157093,3.9522783432516286,582.276274933127,563.0682561188687,26.37603,2.0219495311530444,573.2449184773417
15,125027,85.3093780517578,568.7292,4276.015,70313.4082978171,59598.180245855314,55633.308774665304,-149.51648644386793,-394.0064922673056,-537.9690331504734,496.7861633300781,3437.176683210307,57.991478,3991.954324506694,17.677806829084602,467.4083335492216,270.85002769113447,586.2624226917997,474.43543616001074,49.866802,13.168271281667405,471.6972988411823,473.9451576000769,36.826786,7.95804141988749,472.2236561938478,474.90631904464476,21.156876,3.091477095047269,475.1768547554342
16,128393,101.28030395507812,675.202,7156.159,43439.14587694611,67877.43530592353,44410.85449055653,-195.4487939438131,18.96503631102969,-372.8638215953725,919.1202392578125,5821.219861673213,89.2353,6829.575399087764,30.476484838012887,538.9320885902933,222.9246768108279,728.5134965744437,521.6082143087456,70.30028,18.420860668727006,534.1383542795155,508.6712873914774,44.30034,8.805368438086106,521.1978922051054,498.892802400044,24.13485,3.8301202679725335,501.2667311806195
17,131047,97.61554870605468,650.7703,6407.172,65796.22010955572,17979.320116590017,26037.077977781428,443.96513748994073,110.14953164845798,154.2369341292053,859.3841552734375,5676.693865422267,54.5973,6590.675322178859,26.97335759885322,426.2564713050382,277.2388866790047,655.3600056198512,405.9148598556703,42.92673,16.61815917353019,415.27657006152856,404.9234566350245,28.673761,8.326485522607312,406.5624685832817,402.419814061546,16.069838,3.1811996464941266,402.88063845177123
18,134847,97.56324462890625,650.42163,6396.0547,1110.2874487076663,51910.538692808754,55187.78683635552,24.780752452980337,110.82981955926762,-182.48849635026568,850.3936767578125,5518.4031033765295,54.447754,6423.244534040592,45.69912248537208,524.0039077586104,242.18076100138117,710.7247966725054,365.2894791013965,36.852184,20.805567079890146,413.286197682655,345.9226693241617,22.388515,10.415479904621273,353.27499642452767,334.2831967616905,10.838233,4.55725695263462,333.3643258730716
19,137885,97.88997802734374,652.59985,6460.5024,70927.7152117059,58945.946604128745,40569.439500172855,141.90240842526714,161.34146597232217,61.75585774030048,873.7054443359375,5425.085210888792,57.449352,6356.240007489134,31.29744412175441,483.4010984196248,269.0536308700893,682.6785505268142,406.8031919145739,43.33936,18.91674991921312,424.1200785120023,397.0346803852989,28.094984,9.316009228268426,406.3156529681974,383.4064653846526,14.701036,3.68080575597177,384.44854872364925
20,140721,85.22718200683593,568.1812,4263.927,13502.050161620238,53243.85544300705,68550.0722365758,69.25120377422266,-61.368458525798985,-189.4460194936715,717.4472045898438,4497.836672508623,51.0168,5266.300677025225,22.41994085402572,489.8766663823923,248.85749810415436,610.9881761323745,456.73336219882134,37.367176,10.338043411125666,477.422888303238,457.215833854924,28.08585,6.001887277927599,457.3951883776718,461.7004855950059,18.38516,2.5727926906850676,457.49262200230544
21,143884,90.70793151855469,604.71954,5140.9814,39278.288416980155,21708.816844173234,47328.63646990026,-132.30252917517862,-10.562210093919699,-15.894973190866759,736.4503784179688,4839.631692337705,104.72425,5680.806321549131,23.307266558857574,557.2463628984408,221.13404293845392,695.2518885511265,536.826641322776,86.33223,17.1436976638378,562.3842030874679,531.6035708592466,59.627235,10.529881026843869,542.027130084448,520.4302761439855,28.603033,4.310617660190839,518.8338240858764
22,146176,69.01194305419922,460.07962,2263.6624,15390.780781313111,10517.402320086812,28673.0350822252,-62.477260808130616,180.66040647162168,-68.18977587971584,266.6048583984375,2242.410078336255,50.4401,2559.4550383582277,18.26063055458285,420.4338046948657,196.61689913065635,489.13116749785286,432.1542830355258,41.102352,13.306131699574246,431.81867181182594,431.4029561053385,31.681229,9.45781178946829,435.26814762210904,427.29381824956175,16.552164,4.040876492046089,428.22210380819484
23,149169,86.91202697753906,579.4135,4522.0234,15055.067411385256,60238.144827384094,71609.16036010771,174.29728953605328,24.483456038809727,-13.46057724174598,659.2937622070312,4463.031421219015,51.463898,5173.7890811311245,43.6243636379079,569.9241227602025,276.58451173663167,626.5850247757405,438.7680201158831,35.07331,18.826475268613596,503.9283466029674,415.9803575989982,21.843416,7.5715892453817535,426.29034588318007,401.5314666399501,12.616373,2.797688449717121,405.79503094085726
24,152031,85.07369384765624,567.15796,4240.8267,38334.3015308153,71465.39777090042,37599.52625137413,231.42539046707557,31.63204058096467,381.42125182048966,598.40185546875,3891.0221343587577,52.59781,4542.021798665399,19.54535435849665,439.88126229677397,324.2053629260645,604.3152122111807,425.16526747110083,43.42589,14.379130029803505,437.18670671128575,421.77191519713745,32.57829,9.563588207724957,432.6026501743736,415.04286372403266,16.839231,4.02212195132721,415.9132154306594
25,154493,92.33774414062499,615.58496,5422.906,52749.93743899767,71132.86161609925,16897.27176452172,-50.29893704712792,125.81179448922934,-0.023994217120861985,654.4517822265625,4475.023137956203,58.900414,5188.375333695949,18.857959367483193,512.5692702831091,363.59070759647994,679.3759690731467,493.6635891877758,48.992405,12.978412994691125,495.8874824181828,493.0322625662515,35.830864,7.505855098034477,494.5447457388824,491.589595845088,21.196936,3.414372629462027,492.739382686509
26,156809,92.27815246582031,615.1877,5412.0903,23403.95803148464,68344.56574608697,73679.8022839751,-274.9827340526574,-134.752160664741,180.1851134684033,661.9459838867188,4417.9786845149265,61.471687,5141.39635571854,16.44131910691118,540.6476740313466,324.2951926780858,695.6102238623796,515.4067409397395,50.45355,11.140781190144814,517.5336109272366,514.0267103469737,38.839428,6.950496709955189,517.1847100914049,509.6718653332718,23.78099,2.619467925322239,513.3575552924235
27,158847,86.0868438720703,573.9123,4394.604,19190.179839686607,23513.452338087045,52468.93407809197,-0.11993843415009786,179.92767820290993,-21.331016186428197,621.9915161132812,4298.889142266316,39.52982,4960.410477868123,21.346334550414948,474.2967847186675,216.90662806948146,589.2123177281103,413.15803001215096,30.41965,11.231876304370555,485.9131645496522,406.7351506024508,22.092758,6.066439102554277,426.25282743319457,399.89743360954003,14.389309,2.996157434539968,405.70958871149605
28,161162,82.09327697753906,547.2885,3810.4958,8371.455015216014,11863.149163238415,34595.31480335795,2.0620052411963266,29.439345343687815,-263.3014668179617,567.4091186523438,3820.048097902043,51.840164,4439.297380738957,26.786591797459106,426.82327392962304,253.47386838370082,565.9715163253113,416.6647125886234,37.744965,15.854801557301352,432.85839919950416,403.60932660620523,27.416553,10.20498935101952,419.0343246175514,388.94736901387614,13.487923,3.6126341426442905,388.3751947399879
29,163675,88.52718200683593,590.1812,4778.3794,6643.756408020264,29606.810048848576,4798.930050526767,-113.77603079158797,-5.224708804390656,39.5840553903495,632.5685424804688,4097.395539867153,54.984535,4784.948617564907,17.670351056839582,500.96762709085135,193.88071257995767,638.8266935206358,500.5379585657107,47.349144,13.043080783084658,502.82926628655906,494.5162968056029,35.424694,7.875425845483695,501.45637027611946,487.52872544198766,20.48628,3.323016858216965,490.0801234376391
30,165727,76.97229309082032,513.1486,3140.8557,25469.047663546655,6138.896083659732,74783.68004086142,-197.4109801999339,-152.97519615168548,195.21072746816728,441.38232421875,3062.985473614098,45.733917,3550.101715069176,18.515035021734104,422.204076338348,242.54260333952433,554.6129680693563,417.3797375098759,38.73922,13.608731203086249,426.2725863819008,413.40208300206865,28.413683,8.26486680058492,423.92408354770964,406.5898084500168,16.07998,3.8217542799420854,409.5399294916705
31,168390,84.54743041992187,563.64954,4162.6123,53401.253814657575,69094.90108284345,26647.829753521084,51.40339973445171,15.894867589493222,134.27234730305253,550.0130615234375,3938.8813139823733,66.45937,4555.353748979932,30.364930612807058,459.8456889014352,214.94166369677845,613.5482365771256,438.7610686708181,50.44204,18.29962783580566,462.26438528843175,425.2456833206888,33.033737,9.980253397103995,438.371536739622,411.7796497354755,16.541414,4.032961100820744,411.82933596654175
32,170540,86.66804809570313,577.787,4484.1704,5330.9113195746195,21158.192245297843,19787.725763935698,-359.3930467988802,-43.43936558028163,320.59301659318345,531.67138671875,3462.311309357672,51.966156,4045.9488520822815,14.781442965713333,452.2400534343151,293.3383132569096,605.2858591830939,442.27604832577873,43.93872,10.848876408134343,441.36973597972184,442.60714868452413,34.53959,7.495989493397159,439.2469004544545,443.0146337647779,20.90393,3.6284819894576947,442.461404867412
33,172649,64.21871337890624,428.12476,1824.2179,9943.494733057452,35801.34494469286,60946.53097288355,37.73818001385679,59.52611732510173,125.63780732921288,232.7908935546875,2014.5027468197204,27.754192,2275.047832726703,13.505908892314801,380.1045265234467,207.64616815602372,453.13352521073455,388.21814650771694,22.890581,9.20639344896407,389.28826179717885,386.2924479150272,19.035763,6.4697032140713,389.1595137024142,383.04258055324675,11.94773,2.646024200168467,386.9678225065712
34,175238,85.4653839111328,569.7692,4300.055,29228.886015464923,1823.8026461997865,72987.93936400181,-346.7513387658298,162.05362740864567,-226.6654907262548,452.519775390625,3091.5681164631633,35.660908,3579.7487995991496,17.700948417744808,463.6180072036776,306.2549750513133,614.2116379144209,403.24349016775056,29.27011,11.95092040929033,410.39359887851265,401.21244343990264,22.158844,7.1888180353699385,406.92699709691885,398.6439964428827,13.302646,3.12248841962425,400.23813216602974
35,177719,81.07117309570312,540.4745,3670.1968,40491.86387445043,36768.775519147515,56934.35315551706,-163.01005655367334,101.69712322167561,-79.10396230704325,461.8377990722656,3854.027240791277,88.80992,4404.674961128191,19.85339932383404,489.80701186377246,238.89345542378274,580.1340644951412,514.4691368033277,73.93389,14.881999005298368,501.2836523862813,516.0343617078049,55.581726,9.542327584300411,508.94025857313227,512.1058235088269,28.591772,2.82268250344447,512.7229550201085
36,179886,82.89623107910155,552.64154,3923.4507,29883.038455167352,41393.59775766515,53356.08298501579,-391.5346227668202,59.6056619987205,-269.7967897866535,503.2114562988281,3387.3821651799312,39.71864,3930.3122608525387,14.59608956921015,429.5017814002048,286.673774375286,595.5457328899207,418.6562969579261,33.096813,10.888789078869182,423.96096178055336,417.0536877806457,26.818546,8.185816584063067,419.56187790938594,414.8750450483642,15.570621,4.01275967207339,416.44312985429787
37,181983,78.34554748535156,522.30365,3312.13,68322.94964293041,35402.708071965055,1924.904054925211,325.751480124557,-260.44581642915114,-39.41522926424627,452.5976867675781,2929.0618759337167,23.685732,3405.345294589112,9.394754205451461,357.8107072391988,286.17190345533703,502.0328916615846,343.83840988245197,20.522146,6.671963230954501,345.0825478403563,343.09389754966935,18.159012,5.015122569078011,346.40778249345783,342.3947930266014,12.157352,2.2518749683363875,343.8679064737827
38,184828,82.34525756835937,548.9684,3845.905,29238.82870214345,61258.921998071855,31244.009635106602,32.6350456844593,-100.25766267848925,243.5377498096401,507.0813903808594,3775.3052782416657,51.235336,4333.622004926236,51.68923317289123,445.2795035138038,216.0628897877704,583.1675102977044,440.4597797723994,34.799973,26.59938266050115,448.6804906028337,404.74866078649984,18.385462,5.0640068378616965,409.8625843722016,382.48025892082507,12.099405,2.408285943117077,380.23998862099677
39,186927,85.38352661132812,569.2235,4287.6553,9427.342097496623,30690.43069930238,74279.5660638715,-194.81819957666204,95.21627035690987,163.64563035618568,468.2536926269531,3609.7357630501074,53.86749,4131.8569445381445,17.097762657744543,509.914027633207,225.65314943768374,637.2670525779026,484.9540094571715,45.113415,12.834840374264934,505.7755797987586,483.67217023424746,34.43647,8.700768797266027,489.57364778031416,477.46799898269774,18.972193,3.769481810282976,480.32394489388366
40,188859,82.01744384765625,546.78296,3799.6475,23141.39773333372,49321.82005413459,48669.395200962885,-819.807283763068,-206.20822006423364,-216.02129754992302,433.40081787109375,2887.524902887046,62.664837,3383.590557641685,13.118821334026624,481.31833815472237,231.48931113623013,571.1664580755324,482.84660128143173,56.79658,11.518684254069932,484.90164971975406,481.3949832505836,47.644043,9.255095164524333,487.903170048333,479.5391838014665,25.401974,4.065817281160547,480.09913903976326
41,191079,76.08556823730468,507.23712,3033.6199,17734.119553408593,55151.306181200795,65448.87236360089,-311.5841377679946,-69.23914882752901,-113.74277821794045,443.8982849121094,2965.832294513579,43.867672,3453.5982513922413,22.64512819316278,447.79752635719126,220.9831039968392,542.3564522057015,371.8174439909023,34.8072,13.844851076343533,447.2533865648059,367.844929887203,24.110664,7.67087921382454,379.2695840404963,363.73874975050904,14.318112,3.557928830567453,366.26805412995463
42,192898,71.3482681274414,475.65512,2501.5632,11877.989339586577,10601.402293530882,31066.631689781978,-128.5630520089348,187.55278653489188,14.409055476841326,335.0290832519531,2482.5245012402625,19.698788,2837.2523721814246,10.2668810155395,358.5806857498371,246.41357422791614,503.3511704121141,345.3417407137891,16.74231,7.195662730985622,341.44925079817017,344.6337547421564,14.305587,5.084088252792475,340.6115460042993,343.8225228437846,9.7251215,2.433310847593621,345.4357866422085
43,194946,60.916291809082026,406.1086,1556.9031,10466.83701729698,18633.828426068707,62269.99411697692,-82.04182820129664,12.08581765552236,198.29357631264565,163.601318359375,1453.9229780790045,23.269741,1640.794037496729,9.994690121160628,359.4853872753352,217.43924245496396,412.8395840676419,369.5924184147818,20.873709,8.321575618209426,363.75578940955717,369.03276308183666,18.454458,6.712965142671869,369.2691125121807,366.2453211312462,11.638718,3.3653578780667064,369.5895108360018
44,197108,71.86835632324218,479.12238,2556.6248,9246.90776782747,19519.85880593548,64446.78447288782,240.45920513349478,-42.619073751363786,-296.58902340459264,337.5604248046875,2386.1726573995966,24.394388,2748.1274704031366,13.183806941637604,391.3054182232967,256.16232281879144,499.716103928948,358.34723870723053,19.33191,7.9784812977170025,363.779851021787,360.4225723288856,16.08715,5.584973757327583,358.37748226267337,359.55051433457305,10.817869,2.904746748669613,359.22812178920805
45,199321,79.93761291503905,532.9174,3518.3708,65032.23034618184,13481.466573968506,33035.14828872171,100.39003420486345,-110.0421016713249,-267.0267771686731,479.7003479003906,3190.899815207029,53.821983,3724.422146444822,21.80668263276022,459.65965163486277,167.1000530426638,587.2094116071212,451.1330264394217,44.836998,16.261672820563252,465.5867768997844,440.4712271343352,31.817793,9.695397265514998,457.4616641220505,424.4078721700649,16.250597,4.008585740288049,425.38925525040906
46,200803,82.82320861816406,552.1547,3913.0674,8756.00016052319,38533.51023108433,26149.212842378533,18.387316115144348,-171.6955574303644,-17.180979748777364,411.5395812988281,2772.774704824741,26.918604,3211.232890020664,16.495041534734266,416.95441394128744,305.3709510919449,626.5097820082881,360.88284041247624,22.133163,10.786164840573463,368.62682874942385,356.8359395263716,17.171518,6.714603813875412,361.35278624962297,353.82201952989504,10.681365,3.150487104947057,356.0208225555736
47,202634,77.05332641601562,513.68884,3151.102,18649.17717661149,11133.8713825311,20156.485900960546,-240.36059670073857,124.15043154070064,160.31900445924558,405.126220703125,3023.208910267621,33.44823,3461.783361714154,15.75009987121213,434.0511581236744,252.47083679335591,570.9549403965814,395.9981193841318,25.450233,8.275304467252113,416.9995384201792,394.08688872537203,20.312466,5.272773834349848,403.0722718917281,392.84543007312016,13.849221,2.7822318914436397,395.50301880474143
48,204234,75.91831054687499,506.12207,3013.727,23647.055823047012,25090.852384997765,55462.807888031326,-100.25434605532553,95.21042139876488,-220.6756041816637,410.2669677734375,3035.594469381734,34.017315,3479.8787520660603,15.615609900002243,419.7970886172004,201.6908352723717,548.2358490852156,401.8405475942175,28.844784,11.598678729450226,419.2259078993619,398.99767332858056,22.810637,7.9803985922210785,407.29348418201636,395.7165952961341,13.171649,3.3627306623519986,397.8254820376965
49,206226,79.99714050292968,533.3143,3525.8855,25963.426411530334,17911.654110491178,31157.390392016732,-263.044550067667,-9.583187657049665,31.910210007515165,424.38824462890625,3060.4677136178416,67.50655,3552.36251189665,23.88187935274184,469.3951445291759,185.60474624162413,591.8560251157137,473.25829755988224,54.971966,17.014436323440247,474.58223495870374,473.845420562609,37.994488,9.343293901209584,472.6443085949954,465.27002160909177,19.834623,3.6294651879311353,466.45574837339336
50,207473,77.15162658691406,514.3442,3163.237,68311.23687845406,67409.5490036855,51532.57817873517,-12.688482860273831,-214.35123287625365,-74.69263673477576,449.7131652832031,2838.7106934174612,42.855556,3331.2794151887015,9.988769664978923,474.0791219645201,185.174736986905,573.7877847413573,468.1919092080362,37.772278,7.316059354894691,477.71773984540005,465.8203486481446,32.142204,5.0220051828009025,473.9364629593928,463.21745724269493,21.437965,2.476608694738501,468.1964833062841
51,208781,64.14856567382812,427.6571,1818.1239,41130.45714731351,1397.1007593329612,71758.40044852198,-631.5135104335685,508.272988323522,-208.02930001245136,94.0560531616211,1272.6973436496914,30.021753,1396.7751501224698,12.109119058637667,364.5364349922742,179.44353704348507,407.2011205633607,389.1776556457536,26.436281,9.604312022918357,372.9259836009867,390.1014064094425,21.691,6.845599585753362,382.2209322225721,389.9287990611671,13.525976,3.407530639272909,390.0208746293064
52,210763,45.688009643554686,304.58673,656.8636,74140.4723633553,34772.783864404904,3568.58482298962,230.28907323710658,-301.49184129993404,280.02447867620725,111.84526824951172,1022.7176494993223,11.745554,1146.308471719171,13.28216978817947,288.79462051072494,185.35708980398303,337.0111985970847,260.2033998390446,8.8974285,7.419161631167554,264.4693309052791,264.65316372789454,8.085673,6.2280337495718125,259.93022351779297,265.2528850188867,5.197142,2.883462161874462,261.9962943438404
53,212836,76.20926971435547,508.0618,3048.7505,14012.811704473994,41565.54942490297,30173.190815125447,-68.83686613125403,-39.63833687104825,175.7983748702814,329.3103942871094,2785.708812050489,45.6238,3160.64300470796,16.907329926260786,392.2517532322702,230.63029440775395,537.1579820800047,395.6638971520661,36.95803,11.634603928007603,386.5344638989775,399.71041423561485,29.411812,8.209867111268583,389.3125132672797,403.80519968803003,16.801664,3.706402207775448,401.41884403188936
54,214452,76.2538330078125,508.3589,3053.7268,66935.78466002944,5349.871690355621,38975.60981704017,-239.83674969327592,66.76878479191086,-170.44463312525357,336.2085266113281,2580.7176466685523,35.26605,2952.192221711277,17.2152434628505,395.45688634306504,227.01899975057086,529.7681590546676,378.8930654903475,29.015741,11.61323907406258,390.6111836662948,376.8348991926402,22.223263,7.027215293567955,384.9775980518154,374.5258763571217,13.447197,3.171334055506623,376.0293607410425
55,216016,69.7609634399414,465.0731,2338.2715,49113.32551087079,66437.61209474289,24056.477098725194,68.43607520311913,16.659339543573275,275.72016849242516,351.6622619628906,2383.4339614357973,31.194809,2766.291032358649,15.329381301670486,435.6523355589246,186.25664184701762,518.6574535970634,435.05580240151437,25.600447,10.43114258493213,448.55716112261723,422.7593097427921,20.36325,6.474433771523709,446.0048912649096,408.82904151298646,12.533319,2.3264967288237135,421.60254814082396
56,217485,76.47750549316406,509.85004,3080.9512,1077.718546651262,56773.76291039846,62526.47399448785,190.96407667764453,-128.37218913247366,-260.3265865508048,294.0998840332031,2461.7742153915992,28.9961,2784.8701988968483,19.00095412276478,441.693595175893,253.09971452665133,569.7085174123538,389.9796180421994,21.365154,9.303447669877093,415.71574953116453,383.6634179122171,16.308647,5.313970233615918,393.32888274131494,372.24745316001037,11.091953,2.124207291629765,384.7414803343223
57,219032,72.62388610839844,484.15924,2638.2202,23736.77664683246,41744.91728955913,51993.691673944246,-106.00517377586638,211.14013195695634,-365.6775910927002,325.6714782714844,2445.5821873996115,39.74504,2810.9987065646505,18.592934850386726,396.055908160235,186.22005947235795,500.60588224334685,407.6647615396553,32.713173,12.856513855313185,399.75359480922276,404.66380537717566,25.330416,8.506072027572074,404.08019291149446,404.5426658463957,13.987681,3.044595155743024,404.77219090926724
