,id,SubhaloGalaxyRad,SubhaloRad200,SubhaloMass200,SubhaloPosX,SubhaloPosY,SubhaloPosZ,SubhaloVelX,SubhaloVelY,SubhaloVelZ,SubhaloMassGasTotal,SubhaloMassDMTotal,SubhaloMassStellarTotal,SubhaloMassTotal,SubhaloHalfmassRadStellarTotal,SubhaloHalfmassRad_xyTotal,SubhaloHalfmassRad_xzTotal,SubhaloHalfmassRad_yzTotal,SubhaloVelDispReProjectedStellarTotal,SubhaloVelDisp3D_Stellar_Re_Total,SubhaloVelDisp3D_Stellar_Total,SubhaloVelDisp3D_Gas_Total,SubhaloVelDisp3D_DM_Total
16,128393,101.28030395507812,675.202,7156.159,43439.14587694611,67877.43530592353,44410.85449055653,-195.4487939438131,18.96503631102969,-372.8638215953725,919.1202392578125,5821.219861673213,89.2353,6829.575399087764,30.476484838012887,22.75535115805674,25.41236609564555,18.731677108856882,303.2496140548281,518.6062283453125,518.2122509351542,200.22729586477888,778.1074207376566
17,131047,97.61554870605468,650.7703,6407.172,65796.22010955572,17979.320116590017,26037.077977781428,443.96513748994073,110.14953164845798,154.2369341292053,859.3841552734375,5676.693865422267,54.5973,6590.675322178859,26.97335759885322,20.332234866904127,19.679524887933834,20.60008449577455,235.60216567412576,403.7464264257319,404.36901615224565,254.11063987321265,584.9015482379423
18,134847,97.56324462890625,650.42163,6396.0547,1110.2874487076663,51910.538692808754,55187.78683635552,24.780752452980337,110.82981955926762,-182.48849635026568,850.3936767578125,5518.4031033765295,54.447754,6423.244534040592,45.69912248537208,34.754423264380335,30.769185725007425,35.9916062289568,215.5789741210524,363.8384086101866,351.96894327493396,419.9099709907268,627.2236731067876
19,137885,97.88997802734374,652.59985,6460.5024,70927.7152117059,58945.946604128745,40569.439500172855,141.90240842526714,161.34146597232217,61.75585774030048,873.7054443359375,5425.085210888792,57.449352,6356.240007489134,31.29744412175441,23.24873913343026,21.901577096588092,25.58693170410481,236.01850977445324,404.9666505021243,404.50835210936884,400.41221459899396,627.0322557996876
20,140721,85.22718200683593,568.1812,4263.927,13502.050161620238,53243.85544300705,68550.0722365758,69.25120377422266,-61.368458525798985,-189.4460194936715,717.4472045898438,4497.836672508623,51.0168,5266.300677025225,22.41994085402572,17.29257189383442,15.493312409166368,16.658674329597044,266.55588237201323,456.33273671945256,456.9156564873079,329.2701077970867,658.9564626460241
21,143884,90.70793151855469,604.71954,5140.9814,39278.288416980155,21708.816844173234,47328.63646990026,-132.30252917517862,-10.562210093919699,-15.894973190866759,736.4503784179688,4839.631692337705,104.72425,5680.806321549131,23.307266558857574,15.733099965296349,18.687395151511296,18.300196723978004,311.8334880530734,534.7563612039736,539.9045858705924,498.59350079157304,814.6949605439402
22,146176,69.01194305419922,460.07962,2263.6624,15390.780781313111,10517.402320086812,28673.0350822252,-62.477260808130616,180.66040647162168,-68.18977587971584,266.6048583984375,2242.410078336255,50.4401,2559.4550383582277,18.26063055458285,14.869856269985103,12.622014222966884,14.19755989011431,252.19860445529244,430.0010361848392,433.19099695068235,427.73658591274653,607.9708472885906
23,149169,86.91202697753906,579.4135,4522.0234,15055.067411385256,60238.144827384094,71609.16036010771,174.29728953605328,24.483456038809727,-13.46057724174598,659.2937622070312,4463.031421219015,51.463898,5173.7890811311245,43.6243636379079,32.42912894040056,25.431191226630062,36.94715394129678,259.47720409685894,436.34530227914934,424.04072134664193,466.3206587914517,654.4454491513125
24,152031,85.07369384765624,567.15796,4240.8267,38334.3015308153,71465.39777090042,37599.52625137413,231.42539046707557,31.63204058096467,381.42125182048966,598.40185546875,3891.0221343587577,52.59781,4542.021798665399,19.54535435849665,15.482852020948203,13.151510960365783,15.162794524947328,246.93809499658917,422.8972073397916,430.17142937685287,386.32853922670483,645.6553839698556
25,154493,92.33774414062499,615.58496,5422.906,52749.93743899767,71132.86161609925,16897.27176452172,-50.29893704712792,125.81179448922934,-0.023994217120861985,654.4517822265625,4475.023137956203,58.900414,5188.375333695949,18.857959367483193,12.195122039693745,14.382492011183365,15.236791965214737,287.6617096117225,492.1306765111824,492.85867039851496,210.64112226835738,717.8648619868939
26,156809,92.27815246582031,615.1877,5412.0903,23403.95803148464,68344.56574608697,73679.8022839751,-274.9827340526574,-134.752160664741,180.1851134684033,661.9459838867188,4417.9786845149265,61.471687,5141.39635571854,16.44131910691118,12.419084678539184,11.361253362905972,13.055708731789386,300.9427584481976,514.2454163517583,515.664053170443,346.7973066195154,752.8353014204757
27,158847,86.0868438720703,573.9123,4394.604,19190.179839686607,23513.452338087045,52468.93407809197,-0.11993843415009786,179.92767820290993,-21.331016186428197,621.9915161132812,4298.889142266316,39.52982,4960.410477868123,21.346334550414948,15.365829700238471,16.518135008997156,15.291787800136365,242.02671545562183,411.0357583729358,423.77308794239156,473.5453179108493,630.3430918594073
28,161162,82.09327697753906,547.2885,3810.4958,8371.455015216014,11863.149163238415,34595.31480335795,2.0620052411963266,29.439345343687815,-263.3014668179617,567.4091186523438,3820.048097902043,51.840164,4439.297380738957,26.786591797459106,17.65214679155026,21.321920915461916,22.4838634772118,244.49228022742588,414.3180342241448,416.68016175496314,483.69404760321635,619.8654695174811
29,163675,88.52718200683593,590.1812,4778.3794,6643.756408020264,29606.810048848576,4798.930050526767,-113.77603079158797,-5.224708804390656,39.5840553903495,632.5685424804688,4097.395539867153,54.984535,4784.948617564907,17.670351056839582,11.400176209049624,14.38693564003268,13.122113763624192,290.88479986688753,498.60568495428674,499.50922428417095,276.63833962523455,744.0206623291311
30,165727,76.97229309082032,513.1486,3140.8557,25469.047663546655,6138.896083659732,74783.68004086142,-197.4109801999339,-152.97519615168548,195.21072746816728,441.38232421875,3062.985473614098,45.733917,3550.101715069176,18.515035021734104,13.404098486659572,14.960443365826988,13.099965382128179,242.6234688284025,414.807528993051,421.18309979978653,396.73217999489503,633.7630150972069
31,168390,84.54743041992187,563.64954,4162.6123,53401.253814657575,69094.90108284345,26647.829753521084,51.40339973445171,15.894867589493222,134.27234730305253,550.0130615234375,3938.8813139823733,66.45937,4555.353748979932,30.364930612807058,23.516093394918897,26.2134482611039,17.39271503415427,254.86122060589105,436.2675450276367,435.8852734495468,255.6267790606893,701.4990811559003
32,170540,86.66804809570313,577.787,4484.1704,5330.9113195746195,21158.192245297843,19787.725763935698,-359.3930467988802,-43.43936558028163,320.59301659318345,531.67138671875,3462.311309357672,51.966156,4045.9488520822815,14.781442965713333,11.794431193330327,11.218668222516472,10.261258215001734,256.9981600585287,441.0117204519658,437.7947630407472,207.22564848980622,643.3395118128373
33,172649,64.21871337890624,428.12476,1824.2179,9943.494733057452,35801.34494469286,60946.53097288355,37.73818001385679,59.52611732510173,125.63780732921288,232.7908935546875,2014.5027468197204,27.754192,2275.047832726703,13.505908892314801,10.09885310827483,10.233659721233513,9.892099408880213,226.09899561183403,386.511291639001,387.42398244690037,191.21456872247214,559.6802423857422
34,175238,85.4653839111328,569.7692,4300.055,29228.886015464923,1823.8026461997865,72987.93936400181,-346.7513387658298,162.05362740864567,-226.6654907262548,452.519775390625,3091.5681164631633,35.660908,3579.7487995991496,17.700948417744808,12.604705017819812,13.984512965317684,13.124595182941546,234.46752697928335,401.8931116774631,405.4059401569876,394.9125233208418,599.2409597445967
35,177719,81.07117309570312,540.4745,3670.1968,40491.86387445043,36768.775519147515,56934.35315551706,-163.01005655367334,101.69712322167561,-79.10396230704325,461.8377990722656,3854.027240791277,88.80992,4404.674961128191,19.85339932383404,16.506414684296587,14.036846583119223,14.320686124110708,295.1343751821081,513.381227503763,507.8272590769212,285.1518819456568,697.899364116899
36,179886,82.89623107910155,552.64154,3923.4507,29883.038455167352,41393.59775766515,53356.08298501579,-391.5346227668202,59.6056619987205,-269.7967897866535,503.2114562988281,3387.3821651799312,39.71864,3930.3122608525387,14.59608956921015,9.655164854739867,12.033544420349521,11.305825193481525,243.0273886952636,416.886957201333,417.75715227349326,426.9737290746698,617.1270651759224
37,181983,78.34554748535156,522.30365,3312.13,68322.94964293041,35402.708071965055,1924.904054925211,325.751480124557,-260.44581642915114,-39.41522926424627,452.5976867675781,2929.0618759337167,23.685732,3405.345294589112,9.394754205451461,6.894522633605933,7.699638512767638,6.609318789147702,195.5308859304535,342.29357309418174,345.03734910897197,349.694665518301,478.7837705533133
38,184828,82.34525756835937,548.9684,3845.905,29238.82870214345,61258.921998071855,31244.009635106602,32.6350456844593,-100.25766267848925,243.5377498096401,507.0813903808594,3775.3052782416657,51.235336,4333.622004926236,51.68923317289123,28.831255837715293,47.820224005898396,40.055481321199466,255.74806500767838,438.7272524180338,407.88629535586193,440.48326899192705,593.2678582882786
39,186927,85.38352661132812,569.2235,4287.6553,9427.342097496623,30690.43069930238,74279.5660638715,-194.81819957666204,95.21627035690987,163.64563035618568,468.2536926269531,3609.7357630501074,53.86749,4131.8569445381445,17.097762657744543,11.627476687132507,12.274140697127672,14.887116938274115,282.2453945850517,483.3178913627301,487.82756083646876,465.38452122777875,716.2047265659152
40,188859,82.01744384765625,546.78296,3799.6475,23141.39773333372,49321.82005413459,48669.395200962885,-819.807283763068,-206.20822006423364,-216.02129754992302,433.40081787109375,2887.524902887046,62.664837,3383.590557641685,13.118821334026624,9.614673647803379,10.619923276724371,9.650888425830919,273.5794566517516,481.69727157303157,486.5992907377277,489.5959136180008,676.6329672312129
41,191079,76.08556823730468,507.23712,3033.6199,17734.119553408593,55151.306181200795,65448.87236360089,-311.5841377679946,-69.23914882752901,-113.74277821794045,443.8982849121094,2965.832294513579,43.867672,3453.5982513922413,22.64512819316278,18.002677855935303,18.644125414721515,13.901493198168703,224.19097590866625,369.9567716208383,377.3113298518212,328.8919480253946,563.6667341317593
42,192898,71.3482681274414,475.65512,2501.5632,11877.989339586577,10601.402293530882,31066.631689781978,-128.5630520089348,187.55278653489188,14.409055476841326,335.0290832519531,2482.5245012402625,19.698788,2837.2523721814246,10.2668810155395,7.384518832238257,7.658278208961618,7.691582668299148,199.66720515521024,344.5543572183271,339.7844600613885,337.91365210695716,487.73588525237375
43,194946,60.916291809082026,406.1086,1556.9031,10466.83701729698,18633.828426068707,62269.99411697692,-82.04182820129664,12.08581765552236,198.29357631264565,163.601318359375,1453.9229780790045,23.269741,1640.794037496729,9.994690121160628,7.5321585503042625,6.988889140647507,7.44724855768809,213.47860580020134,367.8392964920971,367.3812811777081,374.38193631224505,490.7111977272965
44,197108,71.86835632324218,479.12238,2556.6248,9246.90776782747,19519.85880593548,64446.78447288782,240.45920513349478,-42.619073751363786,-296.58902340459264,337.5604248046875,2386.1726573995966,24.394388,2748.1274704031366,13.183806941637604,9.827920609898522,10.193357300166165,9.669327192203795,209.3235425530416,357.18399385016295,356.87626854817574,321.9534310970594,525.4978482428886
45,199321,79.93761291503905,532.9174,3518.3708,65032.23034618184,13481.466573968506,33035.14828872171,100.39003420486345,-110.0421016713249,-267.0267771686731,479.7003479003906,3190.899815207029,53.821983,3724.422146444822,21.80668263276022,17.945007868884645,12.68032697720312,18.003348969655246,260.81590220333015,449.0259284018421,455.09090328295326,176.59166269714254,724.0097346684583
46,200803,82.82320861816406,552.1547,3913.0674,8756.00016052319,38533.51023108433,26149.212842378533,18.387316115144348,-171.6955574303644,-17.180979748777364,411.5395812988281,2772.774704824741,26.918604,3211.232890020664,16.495041534734266,11.684660099830518,11.570064245671501,13.24603503169684,210.051817026125,359.34164732649754,359.67079266549183,230.19881184645078,561.9515500330696
47,202634,77.05332641601562,513.68884,3151.102,18649.17717661149,11133.8713825311,20156.485900960546,-240.36059670073857,124.15043154070064,160.31900445924558,405.126220703125,3023.208910267621,33.44823,3461.783361714154,15.75009987121213,12.396710373483385,11.527577867860234,11.841061821634733,231.54565051068738,394.42824920270806,401.1051983299754,247.86565209891972,632.2505441095641
48,204234,75.91831054687499,506.12207,3013.727,23647.055823047012,25090.852384997765,55462.807888031326,-100.25434605532553,95.21042139876488,-220.6756041816637,410.2669677734375,3035.594469381734,34.017315,3479.8787520660603,15.615609900002243,12.505161719226757,9.993894784001395,12.571121259455088,233.90604258721424,400.0819925598082,405.23507871459867,362.0513406429758,641.1548465302219
49,206226,79.99714050292968,533.3143,3525.8855,25963.426411530334,17911.654110491178,31157.390392016732,-263.044550067667,-9.583187657049665,31.910210007515165,424.38824462890625,3060.4677136178416,67.50655,3552.36251189665,23.88187935274184,18.465966709799275,18.774320753724364,16.828591956558643,275.6238492834728,471.19698037499234,470.62041199777155,328.26434944980133,682.1648395844555
50,207473,77.15162658691406,514.3442,3163.237,68311.23687845406,67409.5490036855,51532.57817873517,-12.688482860273831,-214.35123287625365,-74.69263673477576,449.7131652832031,2838.7106934174612,42.855556,3331.2794151887015,9.988769664978923,6.73421295138963,6.519171760238886,8.27933235158841,268.09541625902403,466.3017476543796,471.9308046321802,440.0422141669136,718.4760700915963
51,208781,64.14856567382812,427.6571,1818.1239,41130.45714731351,1397.1007593329612,71758.40044852198,-631.5135104335685,508.272988323522,-208.02930001245136,94.0560531616211,1272.6973436496914,30.021753,1396.7751501224698,12.109119058637667,9.382616388389014,9.652803284379315,7.937906369426832,226.26980695676718,387.7055427374889,380.83631116854644,379.6861757554053,502.0250556749817
52,210763,45.688009643554686,304.58673,656.8636,74140.4723633553,34772.783864404904,3568.58482298962,230.28907323710658,-301.49184129993404,280.02447867620725,111.84526824951172,1022.7176494993223,11.745554,1146.308471719171,13.28216978817947,10.929835856680743,9.52808528397453,8.55501071441494,149.55946256074094,258.88421396069936,258.6464880206013,277.9631298965043,407.1573214831164
53,212836,76.20926971435547,508.0618,3048.7505,14012.811704473994,41565.54942490297,30173.190815125447,-68.83686613125403,-39.63833687104825,175.7983748702814,329.3103942871094,2785.708812050489,45.6238,3160.64300470796,16.907329926260786,13.059004233064352,11.261954904254537,13.435382835648461,229.5212357004856,394.887329519009,388.37109806671515,264.08357880658957,548.8359750059832
54,214452,76.2538330078125,508.3589,3053.7268,66935.78466002944,5349.871690355621,38975.60981704017,-239.83674969327592,66.76878479191086,-170.44463312525357,336.2085266113281,2580.7176466685523,35.26605,2952.192221711277,17.2152434628505,13.125146765286745,11.797726970496422,13.422050056219048,220.3988008746612,377.33317245388804,383.05573523647007,517.6450034506256,584.5577366023396
55,216016,69.7609634399414,465.0731,2338.2715,49113.32551087079,66437.61209474289,24056.477098725194,68.43607520311913,16.659339543573275,275.72016849242516,351.6622619628906,2383.4339614357973,31.194809,2766.291032358649,15.329381301670486,10.664707277589942,12.376978978971671,11.47898686609895,252.8626127721544,432.3452138095453,443.1972290858766,322.72878133814197,628.7964727102229
56,217485,76.47750549316406,509.85004,3080.9512,1077.718546651262,56773.76291039846,62526.47399448785,190.96407667764453,-128.37218913247366,-260.3265865508048,294.0998840332031,2461.7742153915992,28.9961,2784.8701988968483,19.00095412276478,13.352690248672781,15.14169665751685,14.173313643306948,226.40206390950797,388.9896212452338,392.30464046954955,352.3088347476309,547.9256260909158
57,219032,72.62388610839844,484.15924,2638.2202,23736.77664683246,41744.91728955913,51993.691673944246,-106.00517377586638,211.14013195695634,-365.6775910927002,325.6714782714844,2445.5821873996115,39.74504,2810.9987065646505,18.592934850386726,14.274490970815107,14.655804140529371,11.966641766356489,234.5853521371808,406.4744762938232,402.9315925907696,342.4608870268137,557.4353990387048
58,220557,63.691122436523436,424.60748,1779.4941,4660.98830210936,5512.924953301405,39562.28711091994,29.439559612414595,231.57087124321984,-343.4050476393517,187.74310302734375,1562.2073864641704,16.96786,1766.9183487597027,19.00797127038337,14.288034085319566,12.553425620959564,15.778541066720885,154.59819125717948,263.75605685852804,265.26684712240075,328.3008858220934,450.97391616046735
59,222267,68.86841583251953,459.12277,2249.6948,38289.17618331579,127.78424909071526,37174.86868052835,130.8675403844301,-492.2095004531967,263.5132824024348,277.8146057128906,1932.9268173667265,29.179298,2239.920721480496,14.242947157717248,10.100672833506684,10.53674966720263,10.721818287945702,204.40191801416597,350.6081093283507,353.47710437215164,416.35141235498725,544.8646932629672
60,223896,74.59339141845703,497.28928,2858.378,56558.521416082236,13171.915779570298,50047.44254369137,-97.11038215542803,-120.38673910845579,-221.05712284557035,274.4007568359375,2196.997878307395,26.882322,2498.2809574547337,26.096001551288563,18.8958556654261,19.02651239523979,19.994621313587217,199.0209623075617,337.8244172672219,342.87982214927916,359.5274900348168,555.237131963112
61,225155,66.95875396728515,446.3917,2067.6484,2321.4203714292216,16720.82319588666,24163.02076918521,-281.8838275971589,601.2816315779456,-275.3755273351907,174.38845825195312,1903.1535470495535,50.48569,2128.0276963720635,18.22007954565957,14.207836671175544,12.282939584656106,14.445418109204102,249.56266048652253,428.37977261768134,425.5924396444316,392.8127833635777,598.423366808307
62,226194,68.02154388427734,453.47696,2167.6404,73089.20089534055,1637.1366337843776,44712.29487387158,-109.23306203285038,4.127046747384368,-146.25409869726394,250.33074951171875,2249.8440427910646,47.366623,2547.541415227588,24.061001195738573,16.87586220074636,18.876469550844302,18.9746304060563,230.78845133470563,392.00389086821076,397.0767146492318,406.2117399772729,601.9394502418869
63,227574,71.67417755126952,477.82785,2535.8418,48612.9954712462,32613.95829576431,28384.625675237126,118.09292496885051,8.028915384099664,12.82664146532675,264.4485778808594,2263.013747638952,54.540768,2582.003093189489,17.215852030271755,13.513213898826717,14.261285503027084,10.787749369342315,270.5522840593032,463.5684464445547,464.7325020840933,457.06632347805987,668.0147740662491
64,228680,55.139593505859374,367.5973,1154.7119,71043.16992288275,14890.04317895908,28949.07234182244,139.6239518102374,29.011861401852563,-309.00578040273035,122.04086303710938,1256.6590102438215,28.89,1407.5898726705793,13.099988114112715,9.073702083454796,10.597275042828375,7.613257092051104,254.49756628222588,439.23803645845925,408.2335167889253,378.57578270376405,477.6812780521593
65,230235,68.47262420654296,456.48416,2211.314,6989.6226389032545,50951.728841981436,43107.60652496279,277.92265104925133,16.28539811836643,431.28837360527865,249.45054626464844,1955.8894963365972,38.90913,2244.2491726976814,12.762595961809996,10.561273681607034,8.418085604629729,9.234890523348483,246.45746995557064,432.16355662270445,437.212935226164,441.6572190396931,605.086569444242
66,231706,60.03893280029297,400.25955,1490.5753,31428.893034963014,23645.973160291393,44951.226588416175,-183.02009315256672,-202.4310653839507,-190.20051542427402,175.68246459960938,1594.1187304809753,21.631351,1791.432546551532,7.987557857716327,5.4224893479970895,5.864093682851199,6.389744194404267,205.79405494759666,361.07252769726915,349.66856981375963,353.60092939707897,431.4849069261737
67,233214,62.053646850585935,413.69098,1645.7891,23819.224961922522,65464.69623462635,23205.772628376282,-101.6249890173866,-32.312308092514016,158.88233093894493,246.20838928222656,1765.464432009317,22.832485,2034.5053064905183,11.043337576538594,7.176807716327351,7.561714422656222,9.430318968557383,183.2014627444752,325.39902129057634,327.3038735888029,352.9057371346005,469.88843154970453
68,234514,66.10927734375,440.72852,1989.9099,73611.29980874668,28300.709193113416,15685.642556858618,684.6705226987729,-588.6002850620652,223.9021193883509,238.6088409423828,1942.3497111037188,39.130672,2220.0892245009354,16.905771832192183,13.184744394326213,12.88322378761482,11.506222665934784,223.64321487913335,381.9100323678167,382.7080163018538,226.6800305112269,571.8011770253835
69,235692,65.64606170654297,437.6404,1948.6228,17808.2407448296,43755.89683843746,32271.37300048333,-237.19557507600516,-212.60366058672716,287.49304384819567,217.9922637939453,1858.9941601272667,39.60025,2116.5866741653526,11.798965045640411,9.221877451914406,8.097507506710258,8.734756106495666,284.4662578664742,488.35523051309787,476.7056723289275,445.9814118185793,613.5362587322991
70,236756,62.37944641113281,415.86298,1671.8641,40274.86886757787,45218.13556493526,52696.3543638336,-306.9916880948957,-14.177115702612644,-24.335431380387064,191.7916259765625,1780.9951688215642,25.581291,1998.3680859968572,14.806946899949333,11.942976586149028,11.109818025579639,9.921484404051641,209.89712434529423,357.62379957204314,354.96811718265803,205.40134624590218,515.275428515914
71,237941,60.46908874511718,403.12726,1522.9404,22155.884589969846,56221.46756683547,56711.16016491364,-257.97631575162825,-186.8369671749852,78.44265239045187,174.61630249023438,1425.988987052269,17.24805,1617.8533402322007,10.450756240966147,8.427692863805428,6.646087888571155,7.731165076048382,199.2651929264748,342.9398625301552,342.8673744549408,357.9583263158197,484.59975280340154
72,239245,66.652587890625,444.3506,2039.4955,62121.71854888606,28997.29694238313,22834.46010056242,314.745012190922,-206.9520509439793,-97.52766520956763,230.10877990722656,1904.4837130234791,39.8608,2174.453294627483,20.49991593014957,14.397957771885094,16.331936041267237,13.910554553651593,216.71076425028738,366.6188014080248,370.35529716187654,308.099696077228,570.228414410825
73,239993,61.80171203613281,412.0114,1625.8044,7425.048455429574,33901.75967661058,58749.61044206577,302.38034308615494,145.66753254770754,161.37689423683324,197.4424591064453,1581.689691977369,20.36931,1799.5014614628426,13.88813181557126,10.64772498797698,10.729849552263593,9.902112967657086,195.95325856848763,332.82203580876103,336.6292122577635,312.45903666585997,492.8666898183105
74,241153,64.71632537841796,431.44217,1866.7404,45490.11313854658,68576.28934256687,44377.77816065057,-291.56457034923017,-289.310021632027,60.745502510024124,197.54795837402344,1600.434364592066,20.25219,1818.23451260232,5.033301134502255,3.782628472135642,3.9621752348173107,3.1623625927785124,248.99119360304087,428.0330377342144,413.75401531641387,268.29423313387815,539.6152173591414
75,242214,60.29551391601562,401.9701,1509.8177,49847.0464910833,46575.396464356185,25116.192362907666,138.03037423063034,81.85013240781562,199.39855653890493,176.54188537597656,1583.8621447291587,36.775677,1797.1797068324302,11.33635721119011,8.877153335301362,8.74565277574581,7.9784500163599565,243.74103026968746,417.4569017445548,404.52584616257326,302.34980534025897,547.2467895396004
