catid,ra_obj,dec_obj,ra_ifu,dec_ifu,r_petro,r_auto,z_tonry,z_spec,m_r,r_e,mu_within_1re,mu_1re,mu_2re,ellip,pa,mstar,g_i,a_g,surv_sami,bad_class
144073,178.8926434,-1.35452792,178.8926434,-1.35452792,16.465,16.425,0.08335,0.08205,-21.56,3.7,20.22,20.86,22.74,0.7485,23.849998,10.6,1.04,0.103,3,0
534593,174.0759906,-0.88961775,174.0759906,-0.88961775,16.692,16.689,0.04771,0.04644,-19.95,4.58,21.39,22.03,23.9,0.4447,142.48999,9.75,0.72,0.077,3,0
517247,131.510965,2.53367037,131.510965,2.53367037,15.341,15.315,0.02892,0.02795,-20.24,12.05,20.99,21.62,23.5,0.8305,24.330002,10.2,1.1,0.16,8,0
592205,212.1317114,-0.12704001,212.1317114,-0.12704001,14.995,14.974,0.02601,0.02508,-20.3,7.35,21.23,21.86,23.74,0.1734,146.95,9.72,0.49,0.149,8,0
623640,139.7695609,0.75090795,139.7695609,0.75090795,17.31,17.339,0.08936,0.08819,-20.8,3.21,20.59,21.22,23.1,0.7158,128.20001,10.34,1.11,0.113,3,0
323855,133.419692,1.56350665,133.419692,1.56350665,15.007,14.981,0.04205,0.04101,-21.4,7.05,21.03,21.67,23.54,0.2075,83.66,10.47,0.88,0.138,8,0
496896,211.5559176,-1.1452318,211.5559176,-1.1452318,18.142,18.158,0.05492,0.05398,-18.82,3.06,21.14,21.78,23.66,0.7704,98.51,9.6,1.1,0.225,3,0
507715,214.282744,-1.75921359,214.282744,-1.75921359,16.411,16.38,0.07823,0.07732,-21.43,7.58,21.37,22.01,23.88,0.7498,135.73001,10.43,0.88,0.213,3,0
14555,212.1149806,0.70028963,212.1149806,0.70028963,16.678,16.565,0.02651,0.02559,-18.73,4.52,21.23,21.87,23.74,0.4631,119.28,8.92,0.27,0.138,8,0
231670,184.9754143,1.9730193,184.9754143,1.9730193,18.25,17.891,0.01939,0.01735,-16.73,4.84,22.55,23.19,25.07,0.5809,66.47,8.41,0.63,0.078,8,0
204377,137.7999,-0.23483338,137.7999,-0.23483338,17.473,17.453,0.0555,0.05439,-19.56,4.57,20.91,21.54,23.42,0.8279,0.14000702,9.63,0.78,0.109,3,0
517595,133.0072662,2.54907547,133.0072662,2.54907547,17.818,17.844,0.02933,0.02833,-17.67,3.41,21.13,21.77,23.64,0.7573,76.79999,8.52,0.31,0.115,8,0
220578,182.1781676,1.45635642,182.1781676,1.45635642,16.139,16.158,0.0205,0.01855,-18.5,2.96,20.04,20.67,22.55,0.4083,121.7,8.98,0.5,0.114,8,0
84296,177.0605875,0.60550525,177.0605875,0.60550525,17.634,17.668,0.03132,0.03008,-18.02,2.06,20.74,21.37,23.25,0.4274,91.07,8.69,0.34,0.108,3,0
229126,220.4486849,1.1295998,220.4486849,1.1295998,17.29,17.146,0.03765,0.03688,-18.96,4.25,21.02,21.65,23.53,0.8247,143.37,8.99,0.27,0.147,3,0
278878,134.1197092,0.8966243,134.1197092,0.8966243,17.155,17.197,0.05368,0.05262,-19.78,6.68,21.41,22.05,23.92,0.8488,164.32,9.97,1.09,0.195,3,0
40453,181.2899947,-0.74758736,181.2899947,-0.74758736,16.66,16.671,0.03438,0.03315,-19.24,3.89,20.64,21.28,23.16,0.6114,52.729996,9.59,0.85,0.094,8,0
518647,137.2610322,2.80646999,137.2610322,2.80646999,18.095,18.058,0.02758,0.02658,-17.33,1.61,20.71,21.36,23.23,0.4033,93.93,8.43,0.36,0.113,8,0
594970,222.7903716,-0.12452477,222.7903716,-0.12452477,18.602,18.583,0.04481,0.04407,-17.93,1.97,21.35,21.99,23.86,0.5434,13.809998,9.08,0.88,0.178,8,0
214182,129.0022423,0.6229864,129.0022423,0.6229864,15.056,14.937,0.0133,0.01281,-18.86,15.97,21.59,22.24,24.11,0.747,87.47,9.53,0.93,0.155,8,0
97923,175.1492831,0.85450581,175.1492831,0.85450581,16.6,16.54,0.07763,0.07633,-21.25,5.1,21.84,22.48,24.35,0.2074,3.3700027,10.47,1.01,0.081,3,0
62267,212.1639401,-0.36617213,212.1639401,-0.36617213,17.323,17.145,0.0776,0.07666,-20.72,2.91,21.61,22.25,24.12,0.0541,1.7099915,10.45,1.2,0.15,3,1
239415,217.6248574,1.64613154,217.6248574,1.64613154,16.563,16.567,0.05236,0.05153,-20.31,3.94,20.47,21.11,22.98,0.6574,33.92,9.89,0.72,0.129,3,0
346861,135.2964412,2.07819786,135.2964412,2.07819786,17.137,17.022,0.05644,0.05536,-20,4.21,21.85,22.49,24.36,0.3314,15.73999,9.82,0.79,0.196,3,0
63927,217.5873576,-0.33242306,217.5873576,-0.33242306,17.69,17.702,0.0312,0.03038,-17.98,4.91,21.89,22.53,24.4,0.7273,10.479996,8.72,0.41,0.169,3,0
17362,223.165671,0.79562071,223.165671,0.79562071,17.882,17.876,0.03551,0.03479,-18.08,1.69,20.94,21.58,23.45,0.1664,51.33,8.88,0.55,0.189,3,0
372568,136.4317026,1.13189318,136.4317026,1.13189318,17.183,17.172,0.05179,0.0507,-19.71,4.47,20.58,21.23,23.1,0.8331,148.13,10.1,1.29,0.143,8,0
491460,211.6943241,-1.47828313,211.6943241,-1.47828313,17.002,17.013,0.03063,0.02972,-18.63,5.15,21.68,22.32,24.19,0.6056,126.68,9.43,0.95,0.189,8,0
594674,221.0272031,-0.0058916,221.0277587,-0.0058916,17.195,17.158,0.03506,0.0343,-18.81,3.74,21.97,22.61,24.48,0.1793,122.31999,9.15,0.5,0.157,8,5
297408,215.6672361,1.40531872,215.6672361,1.40531872,16.454,16.492,0.07871,0.07783,-21.36,6.32,20.9,21.55,23.42,0.7789,108.86,10.48,0.97,0.131,3,0
278260,217.2198499,1.06247244,217.2198499,1.06247244,18.896,16.484,0.05531,0.05447,-20.9,2.94,22.91,23.55,25.42,0.1858,175.09,11,2.32,0.127,8,1
321199,221.9059356,1.75328942,221.9059356,1.75328942,18.383,18.367,0.03448,0.03374,-17.54,2.99,21.46,22.1,23.97,0.7249,31.429993,8.87,0.82,0.149,3,0
600417,135.4731773,0.39555262,135.4731773,0.39555262,16.184,16.217,0.05378,0.0527,-20.75,8.48,21.31,21.95,23.82,0.7937,65.020004,10.42,1.15,0.161,8,0
298106,218.2199896,1.37083833,218.2199896,1.37083833,18.074,18.04,0.02818,0.0274,-17.44,5.63,22.64,23.28,25.15,0.6782,24.559998,8.67,0.58,0.165,8,0
220170,180.6787699,1.52609952,180.6787699,1.52609952,16.966,16.929,0.01995,0.01796,-17.77,6.63,21.57,22.22,24.09,0.7565,8.660004,8.99,0.82,0.079,8,0
210909,140.2862563,0.08058047,140.2862563,0.08058047,17.706,17.687,0.02454,0.02356,-17.43,3.34,21.64,22.29,24.16,0.4937,103.299995,8.44,0.32,0.106,8,0
65278,222.437234,-0.24123242,222.437234,-0.24123242,17.959,17.859,0.04365,0.04291,-18.56,4.43,22.09,22.74,24.6,0.6531,55.58,9.12,0.62,0.172,8,0
251893,220.9138759,1.91923042,220.9138759,1.91923042,16.589,16.549,0.05939,0.05862,-20.64,9.96,21.65,22.29,24.16,0.8562,65.899994,10.27,1.05,0.149,8,0
288424,178.4904314,1.83464943,178.4904314,1.83464943,18.298,18.307,0.02134,0.01954,-16.54,3.07,21.83,22.47,24.34,0.5804,108.67,8.29,0.56,0.069,8,0
16632,219.5140612,0.76199807,219.5140612,0.76199807,16.7,16.673,0.08359,0.08277,-21.28,5.17,21.7,22.34,24.21,0.469,173.41,10.49,1.03,0.155,3,0
55227,180.9462973,-0.33659583,180.9462973,-0.33659583,17.731,17.994,0.02212,0.02042,-16.96,6.51,23.3,23.94,25.81,0.3326,71.2,8.33,0.39,0.102,8,0
204868,139.8466983,-0.21330282,139.8466983,-0.21330282,16.965,16.968,0.03972,0.0386,-19.27,1.29,19.38,20.03,21.9,0.1889,138.7,9.49,0.72,0.115,8,0
271700,175.6454594,1.25181475,175.6454594,1.25181475,16.324,16.37,0.0763,0.075,-21.45,8.69,20.84,21.49,23.35,0.8801,91.35,10.73,1.26,0.084,3,0
518918,138.5154229,2.9115143,138.5154229,2.9115143,16.136,16.15,0.07292,0.07179,-21.51,2.47,20.01,20.66,22.52,0.1751,42.01999,10.41,0.78,0.139,3,0
527705,138.6835676,-0.86021681,138.6835676,-0.86021681,17.265,17.264,0.05588,0.05475,-19.71,4.32,21.63,22.28,24.14,0.5534,75.630005,9.52,0.54,0.146,3,0
537417,185.0827294,-0.8491013,185.0827294,-0.8491013,17.167,17.029,0.02571,0.0244,-18.2,7.12,22.86,23.5,25.37,0.3154,167.04001,8.96,0.57,0.114,8,0
198584,140.0615324,-0.7248633,140.0615324,-0.7248633,16.236,16.242,0.07139,0.07023,-21.39,6.95,20.53,21.18,23.05,0.8436,40.740005,10.73,1.26,0.123,3,0
184392,176.1328504,-1.48948922,176.1328504,-1.48948922,18.858,18.933,0.02281,0.02121,-16.08,1.7,21.91,22.56,24.42,0.2046,68.42,8.47,1,0.07,8,6
323989,134.065375,1.59555081,134.065375,1.59555081,17.933,17.937,0.03762,0.03657,-18.14,2.22,21.05,21.7,23.56,0.4981,14.799988,8.69,0.27,0.142,3,0
184519,176.7152259,-1.48505619,176.7152259,-1.48505619,16.82,16.834,0.0928,0.09148,-21.42,5.74,21.15,21.8,23.66,0.7466,40.940002,10.62,1.16,0.067,3,0
620126,223.3713186,0.30715893,223.3713186,0.30715893,17.584,17.595,0.04311,0.04239,-18.8,1.87,20.87,21.52,23.38,0.1658,177.91,8.98,0.33,0.167,3,0
252074,221.9682299,1.80222596,221.9682299,1.80222596,18.508,18.262,0.02915,0.02843,-17.29,5.08,23.43,24.08,25.94,0.4201,150.48001,8.58,0.56,0.145,8,0
568750,216.3042507,-0.52136776,216.3042507,-0.52136776,17.341,17.352,0.05624,0.05538,-19.69,2.55,20.53,21.18,23.05,0.5933,149.76001,9.75,0.86,0.186,3,0
561891,185.2954396,-0.50698146,185.2954396,-0.50698146,17.353,17.329,0.04085,0.03964,-18.95,6.7,22.19,22.84,24.71,0.6951,106.15,9.39,0.75,0.102,8,0
227134,212.3221181,1.32086663,212.3221181,1.32086663,18.813,18.683,0.02605,0.02512,-16.61,4.11,23.15,23.79,25.66,0.5496,41.61,8.33,0.58,0.167,8,0
8562,182.7906696,0.78576049,182.7906696,0.78576049,18.262,18.174,0.02167,0.01991,-16.73,4.57,23.24,23.89,25.75,0.2816,29.330017,8.42,0.62,0.101,8,0
78485,217.4054012,0.18738532,217.4054012,0.18738532,17.934,17.926,0.05608,0.05524,-19.11,2.87,20.99,21.64,23.51,0.708,42.299988,9.69,1.09,0.151,3,1
324799,137.2996495,1.86774181,137.2996495,1.86774181,18.66,18.658,0.04018,0.03909,-17.62,1.28,20.79,21.44,23.3,0.3631,115.159996,8.67,0.52,0.104,3,0
347522,138.1636591,2.21735193,138.1636591,2.21735193,16.625,16.524,0.05707,0.05596,-20.59,10.92,21.56,22.21,24.07,0.8694,123.19,10.29,1.09,0.106,8,0
491552,212.4007696,-1.43278755,212.4007696,-1.43278755,16.998,16.9,0.02544,0.02449,-18.37,6.56,22.17,22.82,24.69,0.5869,96.61,9.09,0.64,0.207,8,0
219673,178.5093327,1.54886666,178.5093327,1.54886666,17.167,16.808,0.02168,0.01993,-18.1,7.07,22.84,23.49,25.35,0.2696,149.26,8.84,0.47,0.065,8,1
376708,134.7066119,1.40533145,134.7066119,1.40533145,16.454,16.39,0.05299,0.05192,-20.54,2.98,20.7,21.35,23.21,0.5158,10.349998,10.28,1.1,0.198,8,0
239424,217.7248829,1.61239724,217.7248829,1.61239724,17.858,17.831,0.0343,0.03349,-18.05,4.02,21.1,21.75,23.62,0.8153,28.369995,8.88,0.57,0.135,3,0
486213,218.9329918,-1.69280609,218.9329918,-1.69280609,18.125,18.084,0.04087,0.04007,-18.19,3.2,22.2,22.85,24.71,0.4073,156.17001,9.02,0.7,0.154,8,0
617655,212.6350562,0.22418271,212.6350562,0.22418271,17.312,17.284,0.03003,0.02914,-18.3,5.08,22.72,23.37,25.23,0.1428,70.75,9.07,0.66,0.141,8,0
228124,216.1792972,1.20524616,216.1792972,1.20524616,17.016,17.002,0.03883,0.03799,-19.16,5.17,22.5,23.15,25.02,0.0711,52.17,9.33,0.57,0.12,8,0
319935,216.346321,1.72465442,216.346321,1.72465442,16.773,16.767,0.03989,0.03905,-19.47,2.02,20.27,20.92,22.78,0.0857,83.03,9.53,0.67,0.108,8,0
506038,222.8417461,-1.83462017,222.8417461,-1.83462017,17.162,17.171,0.03607,0.03534,-18.84,2.39,20.1,20.75,22.62,0.6511,67.94,9.07,0.42,0.251,8,0
238446,214.3086977,1.74812748,214.3086977,1.74812748,17.925,17.732,0.07779,0.07689,-20.13,3.47,20.81,21.46,23.32,0.823,147.01,10.4,1.47,0.157,3,1
15855,216.9915525,0.71500879,216.9915525,0.71500879,17.595,17.601,0.05752,0.05668,-19.5,1.16,19.03,19.68,21.55,0.5961,53.869995,9.68,0.86,0.127,3,0
39341,176.513353,-0.76378042,176.513353,-0.76378042,18.005,17.45,0.04977,0.0485,-19.45,3.6,21.64,22.29,24.15,0.6525,12.940002,10.5,1.63,0.085,8,1
15958,217.3214267,0.69730787,217.3214267,0.69730787,17.042,17.029,0.05677,0.05593,-20.01,4.54,22.01,22.66,24.53,0.2696,159.19,9.92,0.92,0.144,3,0
418047,134.6498948,2.56003347,134.6498948,2.56003347,18.774,18.772,0.04041,0.03936,-17.52,2.11,21.68,22.33,24.19,0.5448,6.1399994,8.84,0.74,0.146,3,0
512985,221.2167046,-1.15272749,221.2167046,-1.15272749,18.153,17.957,0.04208,0.04132,-18.36,4.48,22.86,23.51,25.38,0.3965,47.339996,8.84,0.38,0.172,3,0
106410,216.0904897,0.88862576,216.0904897,0.88862576,16.781,16.784,0.05611,0.05525,-20.24,1.38,19.24,19.9,21.76,0.2797,43.28,9.86,0.71,0.106,3,0
47245,211.9212172,-0.71713222,211.9212172,-0.71713222,16.763,16.752,0.02602,0.02508,-18.52,3.87,21.24,21.89,23.75,0.7775,177.51001,9.17,0.68,0.156,8,0
179584,185.555988,-1.91156169,185.555988,-1.91156169,16.189,16.199,0.07289,0.07164,-21.43,3.59,20.77,21.42,23.28,0.2012,106.89001,10.52,0.98,0.096,3,0
30500,175.6451682,-1.11048392,175.6451682,-1.11048392,17.402,17.455,0.05238,0.0511,-19.41,5.67,21.77,22.42,24.29,0.7493,67.100006,9.49,0.68,0.063,3,0
106401,215.8725926,1.01966268,215.8725926,1.01966268,18.791,18.844,0.04064,0.03979,-17.44,2.6,21.41,22.07,23.93,0.7784,87.91,8.73,0.69,0.117,3,0
279105,135.3798011,0.97557998,135.3798011,0.97557998,19.098,18.233,0.05318,0.0521,-18.87,2.76,22.31,22.96,24.82,0.5756,155.31,10.1,1.48,0.161,8,1
319401,214.3931947,1.91807978,214.3931947,1.91807978,17.56,17.533,0.05596,0.05508,-19.5,3.17,20.54,21.19,23.05,0.7818,77.67999,9.89,1.15,0.147,3,0
560757,181.5564352,-0.57327586,181.5564352,-0.57327586,17.309,17.342,0.08393,0.08264,-20.68,4.25,20.85,21.5,23.36,0.7911,19.470001,10.44,1.29,0.076,3,0
84910,180.1512719,0.46737446,180.1512719,0.46737446,18.874,18.944,0.02709,0.02583,-16.45,2.61,22.5,23.16,25.02,0.422,169.18,8.25,0.55,0.111,8,0
49753,222.4924874,-0.63134714,222.4924874,-0.63134714,17.278,17.201,0.02719,0.02649,-18.16,5.68,22.75,23.4,25.26,0.3969,119.05,8.76,0.36,0.184,8,0
543498,211.8023421,-1.01299839,211.8023421,-1.01299839,15.214,15.206,0.05175,0.05082,-21.63,4.89,20.77,21.42,23.28,0.0189,57.72,10.56,0.89,0.225,8,0
517786,133.6601951,2.59197506,133.6601951,2.59197506,19.52,16.385,0.05967,0.05861,nan,3.99,23.31,23.96,25.83,0.2061,17.339996,11.33,2.56,0.157,8,1
611223,183.9768184,0.26494592,183.9768184,0.26494592,18.323,18.318,0.04201,0.04079,-18.07,1.41,20.48,21.13,22.99,0.4514,141.58,9.11,0.83,0.08,8,0
508909,218.9134392,-1.48997974,218.9134392,-1.48997974,17.942,17.837,0.05697,0.05615,-19.22,2.95,21.35,22,23.86,0.6355,55.130005,9.41,0.67,0.159,3,0
609307,174.924717,0.32271896,174.924717,0.32271896,16.243,16.19,0.02819,0.02694,-19.3,5.72,21.23,21.89,23.75,0.6985,48.619995,9.78,1.04,0.086,8,0
297667,216.7624932,1.36271545,216.7624932,1.36271545,16.361,16.345,0.0567,0.05585,-20.72,7.52,21.27,21.92,23.78,0.7474,21.36,10.22,0.93,0.111,8,0
300350,129.1648042,1.13610286,129.1648042,1.13610286,17.345,17.303,0.01419,0.01371,-16.62,4.99,22.69,23.34,25.2,0.223,76.20001,8.32,0.56,0.181,8,0
62774,213.6199498,-0.38222113,213.6199498,-0.38222113,18.966,18.555,0.04453,0.04364,-17.85,2.38,22.77,23.42,25.28,0.1623,39.660004,9.25,1.16,0.167,8,6
549314,131.1172131,-0.60643874,131.1172131,-0.60643874,18.08,18.066,0.03087,0.02986,-17.58,1.76,21.3,21.95,23.81,0.0916,121.670006,8.66,0.53,0.169,3,1
346922,135.3430292,2.10312309,135.3430292,2.10312309,18.693,18.364,0.05882,0.05774,-18.77,4.16,21.9,22.55,24.41,0.8343,37.72,9.49,1.01,0.204,3,0
521995,132.0035548,2.88146594,132.0035548,2.88146594,17.84,17.838,0.05974,0.0587,-19.37,2.56,20.91,21.56,23.42,0.6206,14.699997,9.78,1.08,0.121,3,0
227318,213.0689621,1.21590523,213.0689621,1.21590523,16.477,16.479,0.08532,0.08439,-21.55,4.64,20.76,21.42,23.27,0.6472,68.04001,10.62,1.07,0.164,3,0
622566,133.9291015,0.73636621,133.9291015,0.73636621,18.503,18.421,0.02976,0.02873,-17.14,3.19,21.83,22.48,24.34,0.6968,150.05,8.42,0.45,0.181,8,1
107151,218.6909779,0.95918691,218.6909779,0.95918691,18.793,18.746,0.03222,0.03142,-17.03,5.01,22.6,23.26,25.11,0.81,70.78,8.63,0.75,0.167,3,0
86116,185.2793372,0.46133529,185.2793372,0.46133529,17.207,17.224,0.00881,0.00666,-15.64,2.78,20.99,21.65,23.51,0.3767,31.11,7.69,0.26,0.09,8,0
214861,131.9074702,0.55555563,131.9074702,0.55555563,17.801,17.758,0.05912,0.05808,-19.38,4.03,21.78,22.44,24.3,0.6366,111.479996,9.55,0.76,0.18,3,0
179012,182.8071396,-1.93922392,182.8071396,-1.93922392,17.363,17.036,0.03526,0.03403,-19.05,5.33,22.62,23.27,25.13,0.2893,67.759995,9.79,1.1,0.078,8,0
105805,213.4856719,0.8963986,213.4856719,0.8963986,17.123,17.133,0.05405,0.05315,-19.81,2.11,20.23,20.89,22.75,0.4279,134.34999,9.69,0.71,0.124,3,0
296848,213.5462541,1.50177792,213.5462541,1.50177792,18.15,18.004,0.02697,0.02609,-17.36,6.43,22.89,23.55,25.4,0.7698,163.41,8.58,0.52,0.16,8,0
278773,133.6350126,0.85350112,133.6350126,0.85350112,18.031,18.055,0.04248,0.04143,-18.36,1.61,20.09,20.75,22.6,0.6575,88.899994,9.5,1.18,0.196,8,0
77707,214.3298112,0.05099897,214.3298112,0.05099897,16.996,17,0.05376,0.05287,-19.94,3.77,21.42,22.08,23.94,0.3737,34.76999,9.76,0.75,0.137,3,0
505979,222.4477496,-1.91082106,222.4477496,-1.91082106,16.496,16.481,0.04433,0.04358,-20,4.96,21.2,21.86,23.72,0.5494,140.31999,9.75,0.68,0.222,8,0
297557,216.1694753,1.50944992,216.1694753,1.50944992,18.552,18.438,0.02694,0.02611,-16.89,2.44,21.41,22.06,23.92,0.6562,23.880005,8.41,0.57,0.115,8,0
320281,217.6363522,1.85327828,217.6363522,1.85327828,15.54,15.548,0.03501,0.0342,-20.4,4.04,20.14,20.8,22.65,0.3908,120.85,9.84,0.6,0.129,8,0
618152,214.5228728,0.22739177,214.5228728,0.22739177,16.793,16.772,0.05432,0.05344,-20.2,3.56,21.25,21.91,23.76,0.2923,175.61,10.01,0.93,0.145,8,0
623679,139.9830955,0.64128869,139.9830955,0.64128869,16.604,16.501,0.05755,0.05641,-20.6,6.08,21.01,21.67,23.53,0.7647,103.99,10.23,1,0.12,8,0
30754,176.6855025,-1.08609897,176.6855025,-1.08609897,16.427,16.411,0.08173,0.08042,-21.47,5.28,21.78,22.44,24.29,0.1742,135.77,10.4,0.82,0.08,3,0
229461,222.9199726,1.10904825,222.9199726,1.10904825,18.005,17.847,0.04021,0.03948,-18.42,1.7,21.19,21.84,23.7,0.0979,74.350006,9.03,0.57,0.163,8,0
137421,178.3097249,-1.71422131,178.3097249,-1.71422131,17.128,17.122,0.08391,0.0826,-20.87,4.6,20.74,21.4,23.25,0.8084,57,10.36,1.07,0.092,3,1
561195,183.2319845,-0.59975122,183.2319845,-0.59975122,17.173,17.207,0.07634,0.07507,-20.57,3.8,20.56,21.22,23.07,0.778,10.160004,10.34,1.2,0.084,3,0
569614,219.6151763,-0.5986381,219.6151763,-0.5986381,16.508,16.5,0.09411,0.09328,-21.72,4.01,21.26,21.91,23.77,0.2611,142.75,10.44,0.76,0.14,3,0
7942,179.8776729,0.6477034,179.8776729,0.6477034,17.067,17.074,0.08701,0.08571,-20.97,3.44,21.12,21.78,23.64,0.4513,40.190002,10.33,1,0.076,3,0
40420,181.1096128,-0.6319641,181.1096128,-0.6319641,15.944,16.027,0.02215,0.02045,-18.89,7.74,21.99,22.65,24.51,0.3577,169.13,9.21,0.54,0.094,8,0
346906,135.3687268,2.0778017,135.3687268,2.0778017,18.424,18.339,0.05843,0.05735,-18.8,2.1,21.32,21.98,23.83,0.5531,134.95999,9.6,1.12,0.206,3,0
220750,182.9897681,1.48924642,182.9897681,1.48924642,17.491,17.409,0.02259,0.02097,-17.53,5.07,22.61,23.27,25.12,0.2987,135.46,8.62,0.49,0.1,8,0
323888,133.5716341,1.60088395,133.5716341,1.60088395,18.887,18.901,0.02957,0.02855,-16.61,1.46,21.47,22.13,23.99,0.2618,64.08002,8.25,0.5,0.129,8,0
518365,136.0207751,2.79517607,136.0207751,2.79517607,16.863,16.847,0.05583,0.05475,-20.17,5.11,21.09,21.75,23.6,0.7375,93.170006,9.77,0.64,0.164,3,0
186861,185.9871909,-1.49972208,185.9871909,-1.49972208,17.38,17.331,0.02636,0.02509,-17.98,7.56,22.5,23.16,25.01,0.7776,59.740005,8.88,0.57,0.098,8,0
559822,178.4678228,-0.52922176,178.4678228,-0.52922176,17.097,17.106,0.05299,0.05173,-19.75,3.76,21.24,21.9,23.75,0.524,27.850006,9.59,0.63,0.097,3,0
205092,140.5961262,-0.41605058,140.5961262,-0.41605058,18.07,18.103,0.05718,0.05603,-18.98,2.54,21.06,21.71,23.57,0.6436,39.95999,9.67,1.12,0.116,3,0
551617,140.7739716,-0.59706181,140.7739716,-0.59706181,16.888,16.88,0.05767,0.05652,-20.23,4.99,21.34,22,23.86,0.694,51.64,9.97,0.86,0.123,3,0
347572,138.2149874,2.33195522,138.2149874,2.33195522,18.643,18.632,0.03947,0.03838,-17.56,2.4,21.3,21.96,23.82,0.7265,69.75,8.64,0.52,0.107,3,0
548914,129.595235,-0.44538265,129.595235,-0.44538265,16.548,16.589,0.08645,0.08541,-21.49,3.93,20.63,21.29,23.15,0.5971,39.680008,10.7,1.22,0.125,3,0
300477,129.7067733,1.12100647,129.7067733,1.12100647,16.808,16.728,0.03011,0.02913,-18.89,5.52,22.22,22.88,24.73,0.2552,99.76,9.25,0.6,0.176,8,0
544423,215.5110254,-0.96579885,215.5110254,-0.96579885,16.554,16.542,0.07569,0.0748,-21.23,4.68,20.49,21.15,23.01,0.7616,58.51999,10.6,1.2,0.177,3,0
301027,131.7986895,1.13077336,131.7986895,1.13077336,17.406,17.307,0.05909,0.05805,-19.83,3.47,21.89,22.55,24.4,0.1645,170.54001,9.55,0.55,0.15,3,0
491475,211.7206152,-1.56963457,211.7206152,-1.56963457,18.604,18.531,0.0257,0.02475,-16.78,5.03,23.43,24.09,25.94,0.5225,14.170013,8.39,0.53,0.191,8,0
492230,215.4417679,-1.3876286,215.4417679,-1.3876286,17.472,17.387,0.05597,0.05509,-19.54,3.28,21.67,22.33,24.19,0.3701,64.100006,9.42,0.53,0.176,3,0
41307,185.37414,-0.71078143,185.37414,-0.71078143,17.756,17.659,0.04098,0.03977,-18.6,5.26,22.69,23.35,25.2,0.5089,127.53,8.9,0.32,0.103,3,0
492700,217.9230632,-1.37700201,217.9230632,-1.37700201,17.662,17.663,0.09423,0.09337,-20.67,3.18,20.75,21.41,23.27,0.7538,97.69,10.41,1.28,0.156,3,0
138381,182.0686922,-1.78253678,182.0686922,-1.78253678,16.076,16.102,0.02284,0.02123,-18.88,2.06,19.42,20.08,21.94,0.2599,105.84999,9.4,0.79,0.086,8,0
370872,129.1988662,0.86824537,129.1988662,0.86824537,19.241,18.068,0.08937,0.08834,-20.22,0.59,19.96,20.63,22.48,0.1924,40.910004,10.33,1.19,0.172,3,1
37050,215.9025097,-1.06030399,215.9025097,-1.06030399,17.211,17.118,0.03188,0.03103,-18.61,5.53,22.5,23.16,25.02,0.3042,85.29,9.12,0.57,0.159,8,0
623897,140.9033121,0.74830002,140.9033121,0.74830002,16.6,16.636,0.05773,0.05658,-20.49,2.9,19.55,20.21,22.07,0.7483,27.169998,10.24,1.09,0.117,8,0
559609,177.6417941,-0.53782252,177.6417941,-0.53782252,16.742,16.549,0.00797,0.006,-16.12,6.86,21.94,22.61,24.46,0.5596,81.73999,7.89,0.28,0.101,8,0
55882,183.8339739,-0.39804955,183.8339739,-0.39804955,16.312,16.302,0.02246,0.02081,-18.66,8.22,20.91,21.57,23.42,0.8473,14.970001,9.38,0.85,0.072,8,0
40870,183.3534591,-0.63132002,183.3534591,-0.63132002,17.245,17.288,0.07941,0.07814,-20.6,2.86,20.23,20.89,22.74,0.7187,41.64,10.34,1.19,0.084,3,0
505171,218.8027606,-1.95873627,218.8027606,-1.95873627,16.331,16.33,0.05498,0.05416,-20.64,2.49,20.29,20.96,22.81,0.1088,51.22,9.99,0.67,0.177,3,0
617425,211.5139168,0.34313654,211.5139168,0.34313654,16.507,16.508,0.05459,0.05366,-20.47,1.86,19.24,19.9,21.75,0.5146,173.32999,9.91,0.66,0.184,3,0
370940,129.4661251,0.91594661,129.4661251,0.91594661,17.042,17.052,0.08526,0.08423,-20.95,3.24,20.85,21.51,23.36,0.5524,100.25001,10.32,0.99,0.169,3,0
485690,217.0190744,-1.83175578,217.0190744,-1.83175578,16.828,16.708,0.0551,0.05425,-20.3,9.03,21.7,22.36,24.21,0.844,79.349976,10.18,1.11,0.2,8,0
518870,138.2962856,2.92020823,138.2962856,2.92020823,17.192,17.175,0.02728,0.02628,-18.2,4.58,21.63,22.3,24.15,0.5763,82.42001,8.84,0.44,0.13,8,0
402934,178.0060785,1.99774143,178.0060785,1.99774143,18.257,18.28,0.02211,0.02044,-16.62,1.9,21.26,21.92,23.77,0.3628,24.869995,8.28,0.52,0.074,8,0
14626,212.4018199,0.73779578,212.4018199,0.73779578,17.903,17.946,0.05455,0.05363,-18.98,4.1,21.47,22.13,23.98,0.7767,48.729996,9.44,0.83,0.137,3,0
535667,178.9967121,-1.00028016,178.9967121,-1.00028016,15.984,15.812,0.03774,0.03649,-20.3,1.88,19.19,19.86,21.71,0.084,38.09001,9.53,0.24,0.092,8,0
30890,177.2579614,-1.10259703,177.2579614,-1.10259703,14.895,14.891,0.02164,0.01987,-19.98,7.56,20.71,21.37,23.22,0.4347,117.12,9.79,0.72,0.08,8,0
