catid,ra_obj,dec_obj,ra_ifu,dec_ifu,r_petro,r_auto,z_tonry,z_spec,m_r,r_e,mu_within_1re,mu_1re,mu_2re,ellip,pa,mstar,g_i,a_g,surv_sami,bad_class
504830,217.4406968,-1.92324711,217.4406968,-1.92324711,17.747,17.734,0.05514,0.0543,-19.26,2.51,21.71,22.38,24.23,0.1534,125.61,9.61,0.9,0.194,3,0
592285,212.328891,-0.11638462,212.328891,-0.11638462,17.898,17.83,0.0552,0.05428,-19.14,4.35,22.95,23.62,25.47,0.1328,60.03,9.45,0.76,0.15,3,0
324323,135.5004396,1.78603521,135.5004396,1.78603521,17.271,17.268,0.05419,0.05311,-19.68,2.25,20.51,21.18,23.03,0.4804,102.46999,9.74,0.84,0.206,3,0
323133,130.5238463,1.55214343,130.5238463,1.55214343,18.964,18.689,0.02611,0.02526,-16.77,1.6,21.41,22.08,23.93,0.5321,36.329987,8.87,1.07,0.239,8,0
320254,217.5349417,1.6896012,217.5349417,1.6896012,16.738,16.743,0.03477,0.03396,-19.19,3.22,20.5,21.16,23.01,0.5603,53.23001,9.29,0.51,0.132,8,0
31129,178.5474174,-1.13108925,178.5474174,-1.13108925,15.823,15.758,0.01349,0.01107,-18.04,4.01,21.1,21.76,23.61,0.3062,119.630005,8.9,0.57,0.099,8,0
30817,176.9016515,-1.23393394,176.9016515,-1.23393394,16.435,16.438,0.08183,0.08052,-21.5,3.44,20.47,21.14,22.99,0.4558,109.71001,10.6,1.07,0.075,3,0
492957,218.9946512,-1.28708187,218.9946512,-1.28708187,17.323,17.314,0.05727,0.05645,-19.76,4.38,21.91,22.57,24.42,0.4894,62.22,9.6,0.63,0.151,3,0
568632,215.8645591,-0.59778649,215.8645591,-0.59778649,17.964,17.777,0.05399,0.05313,-19.14,4.41,22.27,22.93,24.78,0.548,92.57001,9.45,0.75,0.177,3,0
105573,212.5469422,0.86583754,212.5469422,0.86583754,17.803,17.796,0.02647,0.02556,-17.5,2.03,20.91,21.58,23.43,0.3875,13.220001,8.54,0.41,0.13,8,0
197862,137.3978404,-0.66288937,137.3978404,-0.66288937,17.251,17.234,0.05585,0.05474,-19.79,5.39,21.54,22.2,24.05,0.7261,61.910004,9.63,0.66,0.12,3,0
536401,182.196854,-1.03811341,182.196854,-1.03811341,16.531,16.536,0.0523,0.05105,-20.31,3.31,20.95,21.62,23.47,0.2272,61.15,9.87,0.69,0.085,3,0
296593,212.4817583,1.47678175,212.4817583,1.47678175,15.13,15.065,0.04726,0.04635,-21.58,5.28,20.56,21.23,23.08,0.1719,135.83,10.43,0.75,0.158,8,0
251861,220.7531714,1.85366835,220.7531714,1.85366835,16.644,16.556,0.07953,0.07874,-21.27,5.27,21.84,22.51,24.36,0.2755,26.73999,10.34,0.84,0.148,3,0
592621,213.6125901,-0.19526452,213.6125901,-0.19526452,15.456,15.205,0.05441,0.05351,-21.75,5.72,20.67,21.33,23.18,0.4696,104.27,10.38,0.61,0.176,8,0
492092,214.6585667,-1.49910937,214.6585667,-1.49910937,17.348,17.365,0.05564,0.05475,-19.61,3.39,21.87,22.54,24.39,0.2127,100.759995,9.54,0.64,0.238,3,0
622932,135.995816,0.73992982,135.995816,0.73992982,17.716,17.701,0.0541,0.05301,-19.22,3.12,21.95,22.62,24.46,0.2328,84.390015,9.5,0.79,0.159,3,0
203609,134.4386256,-0.35660434,134.4386256,-0.35660434,17.221,17.237,0.02934,0.02831,-18.31,5.66,21.26,21.93,23.78,0.8018,47.73001,9.01,0.59,0.102,8,0
238925,215.6767506,1.65262036,215.6767506,1.65262036,16.716,16.113,0.07939,0.07851,-21.72,3.65,20.94,21.61,23.45,0.4256,19.940002,10.93,1.27,0.127,8,0
229167,220.7824614,1.10002105,220.7824614,1.10002105,15.461,15.43,0.03467,0.03391,-20.52,7.09,20.46,21.13,22.98,0.7033,15.75,10.2,0.97,0.156,8,0
289887,183.8649174,1.67221657,183.8649174,1.67221657,16.767,16.757,0.07893,0.07767,-21.07,3.85,20.95,21.62,23.47,0.5004,134.23999,10.3,0.9,0.103,3,0
197419,135.207287,-0.71429234,135.207287,-0.71429234,17.388,17.359,0.0417,0.04063,-18.98,4.05,21.89,22.56,24.4,0.4049,19.819992,9.3,0.63,0.123,8,0
397450,178.2374874,1.49177188,178.2374874,1.49177188,17.107,17.079,0.07798,0.07669,-20.8,3.69,20.34,21.01,22.86,0.7697,154.58,10.6,1.42,0.066,3,0
106343,215.6334003,0.84557671,215.6334003,0.84557671,17.72,17.691,0.04092,0.04007,-18.61,2.47,21.74,22.41,24.26,0.0257,29.980011,9.12,0.59,0.105,8,0
537357,184.888849,-0.85542081,184.888849,-0.85542081,19.48,19.353,0.0411,0.03988,-16.97,2.91,21.85,22.52,24.36,0.8194,145,8.65,0.81,0.115,3,0
31509,179.9708053,-1.08987299,179.9708053,-1.08987299,18.253,18.361,0.0273,0.02604,-17.04,4.82,22.02,22.69,24.54,0.8059,78.17001,8.44,0.5,0.095,8,0
178149,179.3627896,-1.99887229,179.3627896,-1.99887229,16.777,16.755,0.02357,0.02205,-18.29,5.97,22.48,23.15,25,0.2009,17.790009,9.06,0.65,0.092,8,0
372239,134.7346751,1.15430514,134.7346751,1.15430514,17.514,17.508,0.05333,0.05226,-19.4,2.05,20.99,21.66,23.51,0.1743,101.9,9.48,0.66,0.19,3,0
417504,131.4159511,2.28946064,131.4159511,2.28946064,16.719,16.727,0.07767,0.07662,-21.05,3.79,21.53,22.2,24.05,0.1904,136.73999,10.35,0.97,0.22,3,0
543494,211.7503383,-0.85057849,211.7503383,-0.85057849,16.155,16.109,0.0305,0.02959,-19.53,6.99,21.31,21.98,23.82,0.6547,171.36,9.54,0.64,0.182,8,0
239292,217.199931,1.69292605,217.199931,1.69292605,16.825,16.837,0.04906,0.04823,-19.89,1.92,19.58,20.25,22.1,0.4923,70.380005,10,1.07,0.126,8,0
16547,219.138883,0.71485377,219.138883,0.71485377,18.507,18.432,0.03461,0.03382,-17.52,3.65,22.74,23.41,25.26,0.4236,174.41,8.66,0.55,0.161,3,0
16570,219.3370622,0.78678133,219.3370622,0.78678133,16.827,16.833,0.07885,0.07803,-21.02,2.8,20.18,20.86,22.7,0.5896,75.640015,10.46,1.13,0.151,3,0
106015,214.3858178,0.88278618,214.3858178,0.88278618,17.178,17.14,0.05671,0.05582,-19.94,3.94,22.09,22.77,24.61,0.0621,159.57,9.85,0.84,0.145,3,1
70117,178.5614033,0.01548673,178.5614033,0.01548673,16.691,16.052,0.05775,0.05648,-21.1,4.21,20.12,20.79,22.63,0.6916,61.72,10.57,1.11,0.075,8,1
203128,132.6372435,-0.40780794,132.6372435,-0.40780794,19.289,19.306,0.03846,0.03743,-16.86,1.62,21.57,22.24,24.09,0.5569,101.32,8.62,0.83,0.109,3,0
562017,185.9062078,-0.47258486,185.9062078,-0.47258486,15.11,15.084,0.02681,0.02556,-20.26,7.25,20.84,21.52,23.36,0.4201,133.26,9.8,0.6,0.09,8,0
208490,129.1618847,0.16914282,129.1618847,0.16914282,16.991,16.961,0.05251,0.05151,-19.91,6.12,22.28,22.96,24.8,0.4857,168.26,9.71,0.69,0.157,3,0
551332,139.8995232,-0.45187633,139.8995232,-0.45187633,16.857,16.883,0.05741,0.05627,-20.21,2.08,19.82,20.49,22.33,0.5144,8.190002,10.02,0.94,0.119,8,0
518644,137.3820793,2.90149632,137.3820793,2.90149632,17.752,17.711,0.05747,0.05637,-19.41,3.63,21.27,21.94,23.78,0.7154,88.20001,9.75,0.97,0.118,3,0
239478,217.7602582,1.49608078,217.7602582,1.49608078,18.356,18.32,0.03385,0.03304,-17.57,5.38,23.77,24.44,26.28,0.0933,79.58002,8.62,0.48,0.144,3,0
296713,212.8673469,1.43896102,212.8673469,1.43896102,19.311,19.284,0.02636,0.02545,-16.07,1.78,22.27,22.94,24.78,0.2809,6.919998,8.32,0.81,0.162,8,0
56103,184.5643402,-0.36485024,184.5643402,-0.36485024,17.176,17.193,0.08042,0.07916,-20.74,3.08,20.25,20.92,22.76,0.7337,52.300003,10.47,1.3,0.089,3,0
227962,215.5045358,1.19730715,215.5045358,1.19730715,16.706,16.716,0.05584,0.05497,-20.3,2.02,20.14,20.81,22.65,0.1675,61.240005,9.89,0.74,0.141,3,0
39161,175.5179456,-0.75159867,175.5179456,-0.75159867,18.306,18.395,0.04239,0.04113,-17.94,4.1,22.11,22.78,24.62,0.7059,51.380005,8.7,0.43,0.081,3,0
183932,174.2702068,-1.60977404,174.2702068,-1.60977404,18.679,18.48,0.0232,0.02165,-16.56,3.8,23.58,24.25,26.09,0.1625,166.19,8.27,0.52,0.095,8,0
583443,174.8816756,-0.15989866,174.8816756,-0.15989866,17.599,17.606,0.0297,0.02845,-17.96,3.16,21.98,22.65,24.5,0.1535,126.7,8.93,0.66,0.085,8,0
279161,135.8014559,0.91537381,135.8014559,0.91537381,17.373,17.335,0.05362,0.05254,-19.59,5.01,21.93,22.61,24.45,0.6049,178.56999,9.53,0.63,0.163,3,0
17134,221.8977767,0.72205101,221.8977767,0.72205101,17.909,17.901,0.03498,0.03424,-18.01,1.77,20.74,21.41,23.25,0.3691,176.73001,8.82,0.51,0.172,3,0
56061,184.4264076,-0.22620158,184.4264076,-0.22620158,17.789,17.822,0.04193,0.04071,-18.51,2.47,21.41,22.09,23.93,0.3087,164.32999,9.13,0.66,0.085,8,0
387687,137.4565055,2.47192279,137.4565055,2.47192279,16.723,16.72,0.01367,0.01282,-17.12,4.75,21.47,22.15,23.99,0.5024,122.17999,8.53,0.56,0.194,8,0
98619,179.0283091,0.99158028,179.0283091,0.99158028,17.275,14.05,0.06724,0.06597,-23.48,2.04,20.71,21.39,23.23,0.0644,47.259995,12.1,2.02,0.061,8,1
382397,136.4648591,2.07391632,136.4648591,2.07391632,16.456,16.398,0.09416,0.09303,-21.82,3.19,20.71,21.38,23.22,0.2779,77.640015,10.46,0.74,0.148,3,0
177816,178.1645137,-1.89590918,178.1645137,-1.89590918,18.331,18.294,0.04069,0.03944,-17.99,3.33,21.12,21.8,23.64,0.8273,23.100006,8.62,0.27,0.081,3,0
272571,179.9161235,1.3694597,179.9161235,1.3694597,17.459,17.407,0.02806,0.02682,-18.06,5.28,22.86,23.54,25.38,0.1867,133.18,8.92,0.59,0.081,8,0
569133,217.7208871,-0.54214209,217.7208871,-0.54214209,17.659,17.578,0.03123,0.03041,-18.07,4.36,21.8,22.48,24.32,0.6326,87.03,8.78,0.44,0.174,3,0
227407,213.2717751,1.17681416,213.2717751,1.17681416,18.719,18.679,0.026,0.02509,-16.61,3.32,22.56,23.23,25.08,0.5242,92.35,8.48,0.76,0.14,8,0
299041,223.0077705,1.26017304,223.0077705,1.26017304,18.707,18.78,0.02959,0.02888,-16.82,3.62,23.27,23.95,25.79,0.2769,130.59,8.28,0.41,0.16,8,0
278787,133.612063,0.83973732,133.612063,0.83973732,17.922,17.912,0.04219,0.04114,-18.42,3.39,22.06,22.74,24.58,0.4535,5.519989,9.22,0.81,0.191,8,0
39594,177.6226061,-0.77124193,177.6226061,-0.77124193,16.804,16.711,0.02806,0.02681,-18.75,6.2,20.97,21.65,23.49,0.8158,113.4,9.3,0.72,0.084,8,0
508414,217.041018,-1.67284665,217.041018,-1.67284665,17.844,15.947,0.03128,0.03045,-19.75,4.46,19.95,20.63,22.47,0.751,6.4799957,9.68,0.71,0.197,8,0
536578,132.1906465,-0.13780161,132.1906465,-0.13780161,17.877,17.87,0.05888,0.05783,-19.32,4.81,21.25,21.93,23.77,0.8503,141.54999,9.66,0.94,0.113,3,0
86215,185.7914948,0.42703504,185.7914948,0.42703504,17.585,17.6,0.01038,0.00808,-15.63,3.2,22.03,22.7,24.54,0.43,41.339996,7.79,0.4,0.108,8,0
550389,135.5041664,-0.5645536,135.5041664,-0.5645536,16.98,16.842,0.0899,0.08878,-21.34,3.11,21.21,21.89,23.73,0.2143,1.2200012,10.58,1.07,0.133,3,1
318936,212.9410651,1.94731272,212.9410651,1.94731272,16.277,16.223,0.01919,0.01777,-18.36,6.84,22.04,22.72,24.56,0.365,24.959991,8.9,0.42,0.169,8,0
585694,184.094703,-0.13518803,184.094703,-0.13518803,18.323,18.287,0.02606,0.02476,-16.99,1.65,20.98,21.66,23.5,0.4006,26.970001,8.56,0.68,0.083,8,0
302526,138.3125915,1.3306985,138.3125915,1.3306985,18.808,17.938,0.0565,0.05538,-19.31,1.68,21.8,22.48,24.32,0.2133,1.2900009,10.36,1.91,0.108,8,1
595088,223.4266894,-0.01272791,223.4266894,-0.01272791,16.328,16.332,0.04376,0.04304,-20.11,3.73,20.69,21.36,23.2,0.4325,151.89,9.72,0.6,0.187,8,0
77968,215.6126447,0.05773481,215.6126447,0.05773481,17.033,16.048,0.03347,0.03262,-19.8,3.02,20.49,21.17,23.01,0.1022,102.72,9.66,0.66,0.13,8,3
549180,130.6671153,-0.56315641,130.6671153,-0.56315641,14.353,14.323,0.0315,0.0305,-21.4,10.17,21.03,21.71,23.55,0.3073,23.309998,10.47,0.87,0.105,8,0
484685,212.0124614,-1.86385602,212.0124614,-1.86385602,17.285,17.012,0.02629,0.02536,-18.29,2.31,20.77,21.45,23.29,0.222,5.0700073,8.59,0.08,0.222,8,0
485585,216.585632,-1.79082581,216.585632,-1.79082581,16.866,16.764,0.05603,0.05517,-20.3,2.2,19.49,20.16,22,0.6935,141.75,9.99,0.85,0.195,3,0
93823,222.5202678,0.59331282,222.5202678,0.59331282,18.053,18.059,0.03954,0.03881,-18.14,3.62,22.66,23.34,25.18,0.2133,89.17999,8.81,0.43,0.171,3,0
229127,220.461036,1.04113581,220.461036,1.04113581,19.021,18.958,0.03764,0.03687,-17.19,2.08,21.84,22.52,24.36,0.5998,42.440002,8.65,0.7,0.156,3,0
239719,218.700633,1.59045055,218.700633,1.59045055,17.515,17.537,0.05654,0.05573,-19.49,4.78,21.75,22.43,24.27,0.6809,163.31,9.41,0.52,0.158,3,0
534974,175.9463794,-0.84400439,175.9463794,-0.84400439,17.452,17.496,0.02193,0.02022,-17.41,3.47,21.26,21.94,23.78,0.6001,173.92,8.9,0.88,0.075,8,0
549708,132.5650456,-0.47672366,132.5650456,-0.47672366,18.642,18.608,0.04233,0.04129,-17.76,1.3,20.99,21.67,23.51,0.2269,72.270004,8.62,0.39,0.109,3,1
517334,131.7450206,2.38752174,131.7450206,2.38752174,19.062,19.195,0.02874,0.02778,-16.3,2.99,23.3,23.98,25.82,0.2586,67.84,8.32,0.73,0.176,8,0
272832,181.0096221,1.31684855,181.0096221,1.31684855,16.865,16.894,0.09164,0.09035,-21.29,1.92,20.04,20.72,22.55,0.2517,31.700012,10.36,0.86,0.074,3,0
99430,182.7830691,0.95687083,182.7830691,0.95687083,16.9,16.888,0.02245,0.02081,-18.07,3.16,20.52,21.2,23.03,0.5847,115.880005,9.2,0.92,0.11,8,0
238399,214.2707811,1.70705621,214.2707811,1.70705621,17.745,17.81,0.05338,0.0525,-19.11,3.13,21.03,21.71,23.55,0.7015,71,9.42,0.73,0.162,3,1
209279,132.5756306,0.05941447,132.5756306,0.05941447,16.797,16.827,0.03784,0.03681,-19.33,4.92,21.67,22.35,24.18,0.5065,58.42,9.41,0.59,0.117,8,0
208558,129.5057351,0.08506503,129.5057351,0.08506503,16.843,16.834,0.08512,0.08408,-21.19,1.95,20.22,20.9,22.73,0.1586,45.11,10.41,0.98,0.165,3,0
575587,140.5895423,-0.15155566,140.5895423,-0.15155566,17.762,17.75,0.05514,0.054,-19.25,1.29,20.01,20.69,22.53,0.2922,43.520004,9.71,1.05,0.103,3,0
573906,130.6457077,-0.0066888,130.6457077,-0.0066888,17.24,17.224,0.0522,0.05118,-19.64,4.71,21.55,22.23,24.06,0.6466,134.71,9.64,0.73,0.14,3,1
543763,212.7533688,-0.90392577,212.7533688,-0.90392577,17.999,18.026,0.02682,0.02592,-17.3,3.53,22.1,22.78,24.62,0.4911,81.75,8.49,0.45,0.188,8,0
63777,216.8821686,-0.29013127,216.8821686,-0.29013127,15.437,15.412,0.05457,0.05372,-21.54,6.39,21.45,22.13,23.96,0.0369,130.42001,10.45,0.81,0.167,8,0
622588,133.9054554,0.74195958,133.9054554,0.74195958,18.599,18.407,0.0297,0.02867,-17.14,3.55,22.41,23.09,24.93,0.5613,66.06,8.31,0.29,0.18,8,0
460757,213.742764,-1.59897725,213.742764,-1.59897725,18.59,18.591,0.039,0.03811,-17.59,1.39,21.25,21.93,23.76,0.1802,68.28,8.78,0.69,0.212,3,0
143246,174.9190013,-1.40765276,174.9190013,-1.40765276,16.691,16.681,0.0801,0.07879,-21.19,4.72,21.34,22.02,23.85,0.4831,9.029999,10.51,1.1,0.067,3,0
569203,218.2536627,-0.48737271,218.2536627,-0.48737271,17.88,17.738,0.02623,0.02543,-17.56,7.05,21.99,22.67,24.51,0.856,35.380005,8.68,0.56,0.17,8,0
229005,219.7426816,1.18912052,219.7426816,1.18912052,17.2,17.209,0.08337,0.08255,-20.78,2.42,20.4,21.08,22.92,0.5382,42.949997,10.35,1.13,0.151,3,0
39539,177.3648848,-0.80120041,177.3648848,-0.80120041,16.719,16.792,0.08201,0.08071,-21.14,5.96,21.77,22.45,24.29,0.5534,22.660004,10.44,1.04,0.085,3,0
324179,134.7649225,1.62823855,134.7649225,1.62823855,16.493,16.517,0.03468,0.03363,-19.41,2.12,19.41,20.1,21.93,0.5744,4.0400085,9.08,0.14,0.196,8,0
209319,132.8106738,0.18691669,132.8106738,0.18691669,17.84,17.871,0.02589,0.025,-17.36,3.27,21.7,22.38,24.21,0.5559,82.98999,8.5,0.44,0.127,8,0
22839,179.2426978,1.1480091,179.2426978,1.1480091,17.226,17.259,0.04044,0.0392,-19.02,4.39,21.24,21.92,23.75,0.6812,45.75,9.37,0.7,0.059,8,0
23868,183.2912953,1.19232799,183.2912953,1.19232799,17.611,17.624,0.0229,0.02132,-17.37,1.83,20.7,21.38,23.22,0.2515,27.62001,8.67,0.63,0.132,8,0
570222,222.7713443,-0.56393648,222.7713443,-0.56393648,19.213,19.178,0.04393,0.04319,-17.35,3,23.04,23.73,25.56,0.479,146.93001,8.69,0.63,0.182,3,0
508320,216.6521834,-1.51749993,216.6521834,-1.51749993,16.461,16.409,0.0936,0.09271,-21.81,6.72,22.26,22.94,24.77,0.2854,70.01001,10.58,0.91,0.176,3,0
77155,212.0133203,0.04929548,212.0133203,0.04929548,16.728,16.745,0.08651,0.08556,-21.32,3.53,20.55,21.24,23.07,0.6102,120.53,10.35,0.83,0.165,3,0
278702,133.3464665,0.83572799,133.3464665,0.83572799,18.743,18.768,0.02976,0.02874,-16.79,1.2,20.89,21.57,23.41,0.3256,176.70001,8.34,0.51,0.183,8,0
545306,218.9078651,-1.02942212,218.9078651,-1.02942212,16.256,16.242,0.03919,0.03839,-19.97,4.71,21.48,22.16,23.99,0.1873,3.6899948,9.79,0.75,0.143,8,0
204167,136.8100982,-0.29650229,136.8100982,-0.29650229,18.423,18.391,0.04077,0.03968,-17.9,2.74,22.04,22.72,24.56,0.4243,87.65,8.79,0.52,0.111,3,1
647238,140.6230395,-0.92490836,140.6230395,-0.92490836,17.185,17.168,0.05696,0.05581,-19.91,2.76,21.39,22.07,23.91,0.0559,62.160004,9.96,1.02,0.124,3,0
551066,138.6818588,-0.62377849,138.6818588,-0.62377849,16.697,16.673,0.05417,0.05305,-20.25,5.54,22.17,22.85,24.68,0.2373,110.19,9.86,0.73,0.126,3,0
227371,213.1145577,1.22907014,213.1145577,1.22907014,17.819,17.862,0.02601,0.0251,-17.42,6.81,23.08,23.76,25.6,0.5933,52.339996,8.56,0.46,0.152,8,0
320417,218.1896795,1.87746304,218.1896795,1.87746304,15.298,15.298,0.03069,0.02989,-20.36,5.23,20.49,21.17,23,0.3636,124.31999,9.94,0.73,0.142,8,0
70638,180.7409627,0.05994851,180.7409627,0.05994851,16.536,16.546,0.08113,0.07984,-21.4,4.79,20.81,21.5,23.33,0.6571,11.459991,10.65,1.17,0.091,3,0
21953,175.0772688,1.07610358,175.0772688,1.07610358,16.627,16.645,0.07821,0.07691,-21.26,2.87,20.47,21.16,22.99,0.3709,78.57001,10.79,1.45,0.078,3,0
65078,221.5475552,-0.23838623,221.5475552,-0.23838623,17.368,16.628,0.08082,0.08004,-21.26,2.8,20.65,21.34,23.17,0.5207,112.4,10.43,0.97,0.167,3,1
509889,223.2855584,-1.35502252,223.2855584,-1.35502252,16.61,16.599,0.0839,0.08314,-21.34,4.67,21.26,21.95,23.78,0.5174,176.28,10.42,0.91,0.196,3,0
583461,174.9913049,-0.16972897,174.9913049,-0.16972897,19.619,18.458,0.04119,0.03993,-17.91,2.05,22.02,22.7,24.53,0.0125,169.09,8.76,0.47,0.086,3,1
493840,222.7035164,-1.32240474,222.7035164,-1.32240474,17.289,17.229,0.04936,0.04862,-19.49,5.92,21.63,22.31,24.15,0.7605,38.78,9.44,0.55,0.183,3,0
302033,136.0876995,1.25748253,136.0876995,1.25748253,17.632,17.639,0.05316,0.05207,-19.27,1.7,19.63,20.31,22.15,0.6893,125.07,9.7,1,0.162,3,0
387719,137.5611059,2.4075579,137.5611059,2.4075579,16.631,16.569,0.093,0.09186,-21.62,5.43,22,22.68,24.52,0.2736,114.84,10.47,0.86,0.173,3,0
185510,180.5913218,-1.45393562,180.5913218,-1.45393562,16.515,16.206,0.02217,0.02047,-18.73,8.21,21.28,21.96,23.79,0.7754,30.089996,9.4,0.85,0.1,8,0
16607,219.4412415,0.71094297,219.4412415,0.71094297,18.141,18.14,0.05856,0.05776,-18.97,1.32,20.1,20.78,22.61,0.5144,86.47,9.54,0.95,0.154,3,0
321207,221.909373,1.66450198,221.909373,1.66450198,18.546,18.343,0.02718,0.02647,-17,3.15,22.82,23.51,25.34,0.6211,33.850006,8.64,0.77,0.155,8,0
622044,130.4650273,0.64758571,130.4650273,0.64758571,19.786,18.74,0.04286,0.04185,nan,0.99,21.5,22.19,24.02,0.4252,31.600006,9.92,1.69,0.147,8,1
272702,180.6046114,1.33955484,180.6046114,1.33955484,17.838,17.187,0.08295,0.08167,-20.84,3.06,20.83,21.51,23.34,0.7364,137.92,10.73,1.42,0.079,3,1
376185,132.3519383,1.38501253,132.3519383,1.38501253,17.286,17.275,0.03503,0.03401,-18.67,2.89,21.29,21.98,23.81,0.3045,56.17,9.07,0.5,0.148,8,0
296639,212.6773825,1.40806629,212.6773825,1.40806629,15.827,15.824,0.04735,0.04645,-20.81,3.07,20.13,20.82,22.65,0.1792,47.36,10.22,0.87,0.16,8,0
77452,213.3749952,0.18584768,213.3749952,0.18584768,15.473,15.484,0.02673,0.02584,-19.86,6.54,20.28,20.97,22.8,0.711,38.069992,9.77,0.76,0.153,8,0
273956,185.9160281,1.32375938,185.9160281,1.32375938,15.244,15.199,0.02765,0.02644,-20.23,7.57,20.63,21.31,23.14,0.6325,89.350006,9.98,0.83,0.096,8,0
272667,180.381841,1.29585792,180.381841,1.29585792,15.976,15.912,0.02414,0.0227,-19.2,7.64,22,22.69,24.52,0.2725,71.81,9.47,0.71,0.078,8,0
381302,132.1026105,1.78287824,132.1026105,1.78287824,19.463,18.255,0.03698,0.03596,-18.19,1.69,22.48,23.17,25,0.2663,39.03,10.05,2.08,0.154,8,1
92991,218.4109892,0.43000164,218.4109892,0.43000164,18.358,18.368,0.03158,0.03078,-17.3,2.76,22.29,22.98,24.81,0.2961,75.100006,8.62,0.62,0.132,3,0
492322,216.0809339,-1.43095452,216.0809339,-1.43095452,17.318,17.279,0.05578,0.05492,-19.72,4.98,21.15,21.84,23.67,0.7973,156.51999,9.47,0.5,0.16,3,0
138259,181.6629274,-1.76475455,181.6629274,-1.76475455,15.964,15.946,0.05304,0.05179,-20.96,6.46,21.41,22.1,23.93,0.4287,84.630005,10.19,0.77,0.09,8,0
91695,213.0653145,0.52319072,213.0653145,0.52319072,16.961,16.971,0.05405,0.05314,-19.95,4.97,21.69,22.38,24.21,0.5362,117.86,9.56,0.49,0.154,3,0
610997,182.8690416,0.37864827,182.8690416,0.37864827,16.076,16.062,0.02206,0.02036,-18.85,5.48,21.54,22.23,24.06,0.2191,148.34,9.32,0.7,0.103,8,0
279160,135.7808663,0.85821816,135.7808663,0.85821816,17.475,17.568,0.01392,0.01312,-16.32,5.99,22.62,23.31,25.14,0.5717,40.929993,8.06,0.39,0.159,8,0
381215,131.6818434,1.84332,131.6818434,1.84332,16.431,16.191,0.051,0.04997,-20.68,5.64,21.11,21.8,23.63,0.6648,143.67,10.49,1.29,0.167,8,0
273750,185.1852616,1.36566657,185.1852616,1.36566657,17.063,17.028,0.03369,0.03249,-18.84,4.67,21.43,22.12,23.95,0.6075,26.619995,9.12,0.46,0.087,8,0
220163,180.7305696,1.48349525,180.7305696,1.48349525,16.427,16.37,0.08571,0.08442,-21.66,2.79,20.29,20.98,22.81,0.3207,63.58,10.56,0.92,0.08,3,0
485688,216.9634062,-1.74523516,216.9634062,-1.74523516,16.957,16.952,0.05388,0.05303,-20.04,4.3,20.52,21.21,23.04,0.7941,165.03,10.15,1.19,0.188,8,0
609190,174.1229237,0.22388332,174.1229237,0.22388332,17.743,17.621,0.05122,0.04995,-19.21,4.6,22.77,23.46,25.29,0.1755,102.09,9.51,0.79,0.084,3,0
209743,134.6767567,0.19143266,134.6767567,0.19143266,15.552,15.552,0.04165,0.04059,-20.79,6.95,21.08,21.77,23.6,0.4763,129.98,10.16,0.8,0.107,8,0
99259,182.0686725,0.92959648,182.0686725,0.92959648,18.043,17.744,0.03678,0.03556,-18.44,6.23,22.51,23.2,25.03,0.6771,170.58,9.31,0.86,0.11,8,0
107259,219.2328622,0.85038577,219.2328622,0.85038577,17.336,17.335,0.03127,0.03048,-18.37,4.47,21.2,21.89,23.72,0.748,131.70001,9.29,0.91,0.149,8,0
508352,216.8323578,-1.67321129,216.8323578,-1.67321129,18.373,15.813,0.05447,0.05362,-21.15,5.27,20.92,21.61,23.44,0.512,90.49,10.34,0.86,0.184,8,0
388603,140.7838441,2.4860729,140.7838441,2.4860729,14.644,14.598,0.01829,0.01735,-19.9,14.29,22.3,22.99,24.82,0.1166,122.06,9.8,0.76,0.177,8,0
290052,184.4067343,1.76327869,184.4067343,1.76327869,18.482,18.494,0.02694,0.02569,-16.81,3.74,23.16,23.85,25.68,0.1389,33.75,8.35,0.52,0.082,8,0
203998,136.1402281,-0.31480977,136.1402281,-0.31480977,17.483,17.473,0.02861,0.02758,-18.01,2.63,21.56,22.25,24.08,0.0949,98.93,8.93,0.64,0.138,8,0
509576,221.9727195,-1.37672719,221.9727195,-1.37672719,18.41,18.295,0.02742,0.0267,-17,4.68,23.75,24.44,26.27,0.3205,116.009995,8.26,0.3,0.19,8,0
521753,130.858308,2.90583006,130.858308,2.90583006,15.597,15.597,0.02698,0.0261,-19.77,5.82,20.19,20.88,22.71,0.7119,41.679993,9.79,0.82,0.144,8,0
386651,133.3194271,2.24300988,133.3194271,2.24300988,17.255,17.263,0.03577,0.03474,-18.68,7.9,22.7,23.4,25.22,0.679,146.94,9.03,0.45,0.147,8,0
419648,140.8332442,2.8242593,140.8332442,2.8242593,16.818,16.791,0.08661,0.08544,-21.35,7.81,21.14,21.83,23.66,0.8724,148.59,10.74,1.36,0.21,3,0
375904,131.2701537,1.40141056,131.2701537,1.40141056,17.517,17.465,0.01426,0.01369,-16.45,3.54,21.84,22.53,24.36,0.3455,122.79001,8.07,0.34,0.148,8,0
376340,133.0125598,1.42382916,133.0125598,1.42382916,16.018,16.022,0.05203,0.05098,-20.84,5.42,20.85,21.54,23.37,0.5629,13.380005,10.2,0.85,0.131,8,0
92039,214.7027675,0.49645182,214.7027675,0.49645182,16.607,16.618,0.05414,0.05326,-20.33,4.26,20.93,21.62,23.45,0.5664,103.8,9.91,0.72,0.145,3,0
